year,region,country,country_label,poe,state,total_arrivals,male_arrivals,female_arrivals
2020,Europe,PRT,Portugal,LTA Kuching,Sarawak,5,4,1
2020,Europe,PRT,Portugal,Woodlands Train Checkpoint,Singapore,5,4,1
2020,Europe,ROU,Romania,LT Miri,Sarawak,5,5,0
2020,Europe,ROU,Romania,Rantau Panjang,Kelantan,5,3,2
2020,Europe,RUS,Russian Federation,Pelabuhan Klang Barat - KMT,Selangor,5,5,0
2020,Europe,SVK,Slovakia (Slovak Republic),Padang Besar,Perlis,5,3,2
2020,Europe,SVK,Slovakia (Slovak Republic),Rantau Panjang,Kelantan,5,5,0
2020,Europe,SVN,Slovenia,Dermaga Tawau,Sabah,5,2,3
2020,Europe,SVN,Slovenia,Padang Besar,Perlis,5,4,1
2020,Europe,SWE,Sweden,Pasir Gudang,Johor,5,5,0
2020,Europe,TUR,Turkey,LTA Subang Terminal 3,Selangor,5,3,2
2020,Europe,TUR,Turkey,Stulang Laut,Johor,5,5,0
2020,Europe,UKR,Ukraine,Biawak,Sarawak,5,4,1
2020,Europe,UKR,Ukraine,LT Miri,Sarawak,5,2,3
2020,Europe,UKR,Ukraine,LTA Sultan Ismail Senai,Johor,5,2,3
2020,Europe,AUT,Austria,Stulang Laut,Johor,4,1,3
2020,Europe,AZE,Azerbaijan,Bukit Kayu Hitam,Kedah,4,4,0
2020,Europe,AZE,Azerbaijan,Gelang Patah,Johor,4,3,1
2020,Europe,AZE,Azerbaijan,Sungai Tujuh,Sarawak,4,1,3
2020,Europe,BEL,Belgium,Pengkalan Hulu (Bukit Berapit),Perak,4,3,1
2020,Europe,BGR,Bulgaria,LTA Ipoh,Perak,4,4,0
2020,Europe,BGR,Bulgaria,LTA Kota Kinabalu,Sabah,4,2,2
2020,Europe,BGR,Bulgaria,Pelabuhan Klang Barat - KMT,Selangor,4,3,1
2020,Europe,BGR,Bulgaria,Pelabuhan Kuantan,Pahang,4,4,0
2020,Europe,BIH,Bosnia and Herzegovina,Bangunan Sultan Iskandar,Johor,4,3,1
2020,Europe,BLR,Belarus,Jeti Kuah Langkawi,Kedah,4,1,3
2020,Europe,CHE,Switzerland,LT Sandakan,Sabah,4,1,3
2020,Europe,CHE,Switzerland,Pelabuhan Klang Barat - KMT,Selangor,4,2,2
2020,Europe,CHE,Switzerland,Tebedu,Sarawak,4,2,2
2020,Europe,DEU,Germany,LT Tawau,Sabah,4,3,1
2020,Europe,DEU,Germany,Lubok Antu,Sarawak,4,1,3
2020,Europe,DNK,Denmark,Jeti Pasir Gudang,Johor,4,1,3
2020,Europe,DNK,Denmark,LTA Sultan Ismail,Kelantan,4,3,1
2020,Europe,ESP,Spain,Pelabuhan Melaka,Melaka,4,3,1
2020,Europe,EST,Estonia,LT Miri,Sarawak,4,2,2
2020,Europe,EST,Estonia,LTA Kuching,Sarawak,4,1,3
2020,Europe,FIN,Finland,LTA Ipoh,Perak,4,2,2
2020,Europe,GBR,United Kingdom,Jeti Tioman,Pahang,4,4,0
2020,Europe,GBR,United Kingdom,Pelabuhan Klang Selatan - Jeti,Selangor,4,4,0
2020,Europe,GRC,Greece,Linggi,Melaka,4,3,1
2020,Europe,GRC,Greece,Sungai Tujuh,Sarawak,4,0,4
2020,Europe,GRC,Greece,Woodlands Train Checkpoint,Singapore,4,3,1
2020,Europe,HRV,Croatia,LTA Kota Kinabalu,Sabah,4,2,2
2020,Europe,HUN,Hungary,Pandaruan,Sarawak,4,4,0
2020,Europe,HUN,Hungary,Tedungan,Sarawak,4,2,2
2020,Europe,HUN,Hungary,Woodlands Train Checkpoint,Singapore,4,2,2
2020,Europe,IRL,Ireland,Tanjung Lembung,Kedah,4,3,1
2020,Europe,ISL,Iceland,Bukit Kayu Hitam,Kedah,4,2,2
2020,Europe,ISL,Iceland,Jeti Kuah Langkawi,Kedah,4,4,0
2020,Europe,ISL,Iceland,Telaga Harbour Park,Kedah,4,2,2
2020,Europe,ISL,Iceland,Wang Kelian,Perlis,4,1,3
2020,Europe,ITA,Italy,Pelabuhan Klang Barat - SCT,Selangor,4,1,3
2020,Europe,ITA,Italy,Pengkalan Kubur,Kelantan,4,2,2
2020,Europe,ITA,Italy,Tebedu,Sarawak,4,2,2
2020,Europe,KAZ,Kazakhstan,LTA Kuching,Sarawak,4,0,4
2020,Europe,LTU,Lithuania,Pasir Gudang,Johor,4,4,0
2020,Europe,LTU,Lithuania,Woodlands Train Checkpoint,Singapore,4,2,2
2020,Europe,LUX,Luxembourg,Bangunan Sultan Iskandar,Johor,4,3,1
2020,Europe,LVA,Latvia,Telaga Harbour Park,Kedah,4,2,2
2020,Europe,MCO,Monaco,LTA Kuala Lumpur Terminal 2,Selangor,4,0,4
2020,Europe,MKD,Macedonia,Bangunan Sultan Iskandar,Johor,4,3,1
2020,Europe,MKD,Macedonia,Sungai Tujuh,Sarawak,4,4,0
2020,Europe,NLD,Netherlands,LTA Kuantan,Pahang,4,3,1
2020,Europe,NOR,Norway,Stulang Laut,Johor,4,1,3
2020,Europe,POL,Poland,LTA Sultan Ismail,Kelantan,4,1,3
2020,Europe,POL,Poland,Pandaruan,Sarawak,4,3,1
2020,Europe,POL,Poland,Roro Labuan,Labuan,4,3,1
2020,Europe,POL,Poland,Tedungan,Sarawak,4,2,2
2020,Europe,PRT,Portugal,LTA Ipoh,Perak,4,2,2
2020,Europe,PRT,Portugal,Rantau Panjang,Kelantan,4,2,2
2020,Europe,PRT,Portugal,Tedungan,Sarawak,4,2,2
2020,Europe,ROU,Romania,LTA Ipoh,Perak,4,2,2
2020,Europe,ROU,Romania,LTA Subang Terminal 3,Selangor,4,2,2
2020,Europe,RUS,Russian Federation,LTA Sultan Ismail,Kelantan,4,2,2
2020,Europe,SMR,San Marino,LTA Kuala Lumpur Terminal 1,Selangor,4,3,1
2020,Europe,SMR,San Marino,LTA Kuala Lumpur Terminal 2,Selangor,4,3,1
2020,Europe,SVK,Slovakia (Slovak Republic),LTA Subang Terminal 3,Selangor,4,3,1
2020,Europe,SVN,Slovenia,Sungai Tujuh,Sarawak,4,3,1
2020,Europe,SWE,Sweden,LTA Kuantan,Pahang,4,2,2
2020,Europe,SWE,Sweden,Pengkalan Kubur,Kelantan,4,3,1
2020,Europe,UKR,Ukraine,Pejabat Imigresen Port Swettenham,Selangor,4,2,2
2020,Europe,UKR,Ukraine,Pengkalan Hulu (Bukit Berapit),Perak,4,3,1
2020,Europe,ALB,Albania,LTA Bayan Lepas,Pulau_Pinang,3,1,2
2020,Europe,ARM,Armenia,Bukit Kayu Hitam,Kedah,3,2,1
2020,Europe,ARM,Armenia,LTA Langkawi,Kedah,3,1,2
2020,Europe,AZE,Azerbaijan,LTA Kota Kinabalu,Sabah,3,2,1
2020,Europe,BEL,Belgium,LT Miri,Sarawak,3,2,1
2020,Europe,BEL,Belgium,LTA Sultan Ismail,Kelantan,3,2,1
2020,Europe,BEL,Belgium,Tebedu,Sarawak,3,2,1
2020,Europe,BEL,Belgium,Terminal Feri Puteri Harbour,Johor,3,3,0
2020,Europe,BEL,Belgium,Woodlands Train Checkpoint,Singapore,3,1,2
2020,Europe,BGR,Bulgaria,LTA Subang Terminal 3,Selangor,3,1,2
2020,Europe,BLR,Belarus,Telaga Harbour Park,Kedah,3,2,1
2020,Europe,BLR,Belarus,Wang Kelian,Perlis,3,2,1
2020,Europe,CHE,Switzerland,LTA Sultan Ismail,Kelantan,3,2,1
2020,Europe,CHE,Switzerland,Pengkalan Kubur,Kelantan,3,2,1
2020,Europe,CYP,Cyprus,LTA Subang Terminal 3,Selangor,3,1,2
2020,Europe,CZE,Czech Republic,LT Sandakan,Sabah,3,3,0
2020,Europe,DEU,Germany,Tanjung Lembung,Kedah,3,2,1
2020,Europe,DNK,Denmark,Sungai Tujuh,Sarawak,3,3,0
2020,Europe,ESP,Spain,LTA Sultan Ismail,Kelantan,3,2,1
2020,Europe,EST,Estonia,LTA Ipoh,Perak,3,2,1
2020,Europe,EST,Estonia,Padang Besar,Perlis,3,2,1
2020,Europe,FIN,Finland,LTA Subang Terminal 3,Selangor,3,2,1
2020,Europe,FIN,Finland,Stulang Laut,Johor,3,3,0
2020,Europe,FIN,Finland,Tanjung Pengelih,Johor,3,2,1
2020,Europe,FRA,France,Dermaga Tawau,Sabah,3,2,1
2020,Europe,FRA,France,ICQS Kudat,Sabah,3,3,0
2020,Europe,FRA,France,Terminal Feri Puteri Harbour,Johor,3,3,0
2020,Europe,GBR,United Kingdom,Biawak,Sarawak,3,1,2
2020,Europe,GBR,United Kingdom,Pelabuhan Klang Barat - SCT,Selangor,3,2,1
2020,Europe,GRC,Greece,LTA Ipoh,Perak,3,1,2
2020,Europe,GRC,Greece,Pelabuhan Kuantan,Pahang,3,3,0
2020,Europe,GRC,Greece,Wang Kelian,Perlis,3,2,1
2020,Europe,HRV,Croatia,Padang Besar,Perlis,3,2,1
2020,Europe,HRV,Croatia,Pelabuhan Klang Barat - KMT,Selangor,3,2,1
2020,Europe,IRL,Ireland,Jeti Pasir Gudang,Johor,3,3,0
2020,Europe,IRL,Ireland,LT Sandakan,Sabah,3,1,2
2020,Europe,IRL,Ireland,LTA Kuantan,Pahang,3,2,1
2020,Europe,ISL,Iceland,Gelang Patah,Johor,3,2,1
2020,Europe,ITA,Italy,Pelabuhan Melaka,Melaka,3,3,0
2020,Europe,ITA,Italy,Pengkalan Hulu (Bukit Berapit),Perak,3,3,0
2020,Europe,ITA,Italy,Tanjung Lembung,Kedah,3,2,1
2020,Europe,KAZ,Kazakhstan,LTA Subang Terminal 3,Selangor,3,2,1
2020,Europe,LIE,Liechtenstein,Gelang Patah,Johor,3,3,0
2020,Europe,LTU,Lithuania,Pelabuhan Tanjung Pelepas,Johor,3,3,0
2020,Europe,LTU,Lithuania,Tanjung Belungkor,Johor,3,2,1
2020,Europe,LUX,Luxembourg,LTA Kota Kinabalu,Sabah,3,2,1
2020,Europe,LUX,Luxembourg,Woodlands Train Checkpoint,Singapore,3,1,2
2020,Europe,LVA,Latvia,Sungai Tujuh,Sarawak,3,1,2
2020,Europe,MDA,Moldova,Gelang Patah,Johor,3,2,1
2020,Europe,MKD,Macedonia,LTA Langkawi,Kedah,3,2,1
2020,Europe,MLT,Malta,LTA Bayan Lepas,Pulau_Pinang,3,3,0
2020,Europe,MLT,Malta,LTA Kota Kinabalu,Sabah,3,2,1
2020,Europe,MNE,Montenegro,LTA Kota Kinabalu,Sabah,3,2,1
2020,Europe,NLD,Netherlands,Pengkalan Kubur,Kelantan,3,1,2
2020,Europe,NOR,Norway,Dermaga Labuan,Labuan,3,3,0
2020,Europe,NOR,Norway,Pos Imigresen Mengkalap,Sarawak,3,1,2
2020,Europe,NOR,Norway,Woodlands Train Checkpoint,Singapore,3,2,1
2020,Europe,POL,Poland,LT Bintulu,Sarawak,3,3,0
2020,Europe,POL,Poland,Pelabuhan Klang Utara,Selangor,3,3,0
2020,Europe,POL,Poland,Tanjung Lembung,Kedah,3,1,2
2020,Europe,ROU,Romania,Roro Labuan,Labuan,3,2,1
2020,Europe,RUS,Russian Federation,LT Miri,Sarawak,3,2,1
2020,Europe,RUS,Russian Federation,Roro Labuan,Labuan,3,2,1
2020,Europe,RUS,Russian Federation,Tanjung Belungkor,Johor,3,1,2
2020,Europe,RUS,Russian Federation,Tanjung Pengelih,Johor,3,3,0
2020,Europe,SWE,Sweden,Jeti Tioman,Pahang,3,1,2
2020,Europe,SWE,Sweden,LTA Sultan Ismail Senai,Johor,3,2,1
2020,Europe,TUR,Turkey,Jeti Pasir Gudang,Johor,3,3,0
2020,Europe,TUR,Turkey,LT Tawau,Sabah,3,3,0
2020,Europe,TUR,Turkey,LTA Sultan Ismail Senai,Johor,3,3,0
2020,Europe,UKR,Ukraine,Jeti Pasir Gudang,Johor,3,3,0
2020,Europe,UKR,Ukraine,LT Sandakan,Sabah,3,0,3
2020,Europe,UKR,Ukraine,Pelabuhan Klang Utara,Selangor,3,3,0
2020,Europe,UKR,Ukraine,Roro Labuan,Labuan,3,2,1
2020,Europe,VAT,Holy See (Vatican City State),LTA Kuala Lumpur Terminal 2,Selangor,3,3,0
2020,Europe,ALB,Albania,Bukit Kayu Hitam,Kedah,2,2,0
2020,Europe,ALB,Albania,LTA Subang Terminal 3,Selangor,2,2,0
2020,Europe,ALB,Albania,Telaga Harbour Park,Kedah,2,2,0
2020,Europe,ARM,Armenia,Bangunan Sultan Iskandar,Johor,2,0,2
2020,Europe,ARM,Armenia,LTA Bayan Lepas,Pulau_Pinang,2,2,0
2020,Europe,ARM,Armenia,LTA Ipoh,Perak,2,0,2
2020,Europe,AUT,Austria,Dermaga Labuan,Labuan,2,1,1
2020,Europe,AUT,Austria,Dermaga Tawau,Sabah,2,2,0
2020,Europe,AUT,Austria,LT Sandakan,Sabah,2,1,1
2020,Europe,AUT,Austria,Tanjung Pengelih,Johor,2,2,0
2020,Europe,AZE,Azerbaijan,Pelabuhan Melaka,Melaka,2,1,1
2020,Europe,BEL,Belgium,Jeti Kuala Perlis,Perlis,2,2,0
2020,Europe,BEL,Belgium,Jeti Port Dickson,Negeri_Sembilan,2,1,1
2020,Europe,BEL,Belgium,Pandaruan,Sarawak,2,0,2
2020,Europe,BGR,Bulgaria,Dermaga Labuan,Labuan,2,1,1
2020,Europe,BGR,Bulgaria,LT Sandakan,Sabah,2,1,1
2020,Europe,BGR,Bulgaria,Pasir Gudang,Johor,2,2,0
2020,Europe,BGR,Bulgaria,Wang Kelian,Perlis,2,2,0
2020,Europe,BIH,Bosnia and Herzegovina,Wang Kelian,Perlis,2,2,0
2020,Europe,BLR,Belarus,Padang Besar,Perlis,2,1,1
2020,Europe,BLR,Belarus,Tanjung Belungkor,Johor,2,1,1
2020,Europe,BLR,Belarus,Tedungan,Sarawak,2,0,2
2020,Europe,CHE,Switzerland,ICQ Durian Burung,Kedah,2,2,0
2020,Europe,CHE,Switzerland,LT Batu Berendam,Melaka,2,1,1
2020,Europe,CHE,Switzerland,LT Miri,Sarawak,2,1,1
2020,Europe,CHE,Switzerland,Pandaruan,Sarawak,2,1,1
2020,Europe,CHE,Switzerland,Pelabuhan Tanjung Pelepas,Johor,2,1,1
2020,Europe,CHE,Switzerland,Pos Imigresen Mengkalap,Sarawak,2,0,2
2020,Europe,CHE,Switzerland,Stulang Laut,Johor,2,1,1
2020,Europe,CHE,Switzerland,Tedungan,Sarawak,2,0,2
2020,Europe,CHE,Switzerland,Terminal Feri Puteri Harbour,Johor,2,0,2
2020,Europe,CYP,Cyprus,Jeti Kuah Langkawi,Kedah,2,1,1
2020,Europe,CYP,Cyprus,LTA Kota Kinabalu,Sabah,2,1,1
2020,Europe,CYP,Cyprus,LTA Sultan Ismail Senai,Johor,2,1,1
2020,Europe,CZE,Czech Republic,LT Tawau,Sabah,2,1,1
2020,Europe,CZE,Czech Republic,LTA Sultan Ismail,Kelantan,2,1,1
2020,Europe,CZE,Czech Republic,LTA Sultan Ismail Senai,Johor,2,1,1
2020,Europe,CZE,Czech Republic,Pelabuhan Melaka,Melaka,2,2,0
2020,Europe,DEU,Germany,ICQ Durian Burung,Kedah,2,1,1
2020,Europe,DEU,Germany,ICQS Kudat,Sabah,2,1,1
2020,Europe,DEU,Germany,Pelabuhan Klang Selatan - Jeti,Selangor,2,2,0
2020,Europe,DNK,Denmark,Dermaga Tawau,Sabah,2,2,0
2020,Europe,DNK,Denmark,Pandaruan,Sarawak,2,1,1
2020,Europe,DNK,Denmark,Pelabuhan Melaka,Melaka,2,2,0
2020,Europe,ESP,Spain,LTA Kuantan,Pahang,2,2,0
2020,Europe,ESP,Spain,Pelabuhan Klang Barat - KMT,Selangor,2,2,0
2020,Europe,ESP,Spain,Pengkalan Hulu (Bukit Berapit),Perak,2,1,1
2020,Europe,ESP,Spain,Pengkalan Kubur,Kelantan,2,1,1
2020,Europe,EST,Estonia,Dermaga Labuan,Labuan,2,1,1
2020,Europe,EST,Estonia,LTA Subang Terminal 3,Selangor,2,1,1
2020,Europe,EST,Estonia,Woodlands Train Checkpoint,Singapore,2,2,0
2020,Europe,FIN,Finland,Dermaga Sandakan,Sabah,2,1,1
2020,Europe,FIN,Finland,LTA Sultan Ismail,Kelantan,2,1,1
2020,Europe,FIN,Finland,LTA Sultan Ismail Senai,Johor,2,1,1
2020,Europe,FIN,Finland,Pasir Gudang,Johor,2,2,0
2020,Europe,FIN,Finland,Pelabuhan Melaka,Melaka,2,1,1
2020,Europe,FIN,Finland,Pengkalan Hulu (Bukit Berapit),Perak,2,2,0
2020,Europe,FIN,Finland,Tanjung Lembung,Kedah,2,1,1
2020,Europe,FIN,Finland,Tedungan,Sarawak,2,2,0
2020,Europe,FRA,France,Jeti Port Dickson,Negeri_Sembilan,2,2,0
2020,Europe,GBR,United Kingdom,Lumut,Perak,2,1,1
2020,Europe,GBR,United Kingdom,Pelabuhan Kemaman,Terengganu,2,2,0
2020,Europe,GBR,United Kingdom,Pelabuhan Klang Barat - KMT,Selangor,2,2,0
2020,Europe,GBR,United Kingdom,Pelabuhan Klang Utara,Selangor,2,2,0
2020,Europe,GEO,Georgia,Jeti Kuah Langkawi,Kedah,2,2,0
2020,Europe,GEO,Georgia,Pasir Gudang,Johor,2,2,0
2020,Europe,GRC,Greece,Rantau Panjang,Kelantan,2,2,0
2020,Europe,HRV,Croatia,Dermaga Tawau,Sabah,2,1,1
2020,Europe,HRV,Croatia,LTA Subang Terminal 3,Selangor,2,2,0
2020,Europe,HRV,Croatia,Woodlands Train Checkpoint,Singapore,2,1,1
2020,Europe,HUN,Hungary,Dermaga Labuan,Labuan,2,1,1
2020,Europe,HUN,Hungary,LTA Ipoh,Perak,2,1,1
2020,Europe,HUN,Hungary,Pejabat Imigresen Port Swettenham,Selangor,2,1,1
2020,Europe,IRL,Ireland,LT Tawau,Sabah,2,2,0
2020,Europe,IRL,Ireland,Pos Imigresen Mengkalap,Sarawak,2,1,1
2020,Europe,IRL,Ireland,Tanjung Pengelih,Johor,2,1,1
2020,Europe,ISL,Iceland,LTA Bayan Lepas,Pulau_Pinang,2,1,1
2020,Europe,ISL,Iceland,LTA Kota Kinabalu,Sabah,2,2,0
2020,Europe,ITA,Italy,Jeti Pasir Gudang,Johor,2,2,0
2020,Europe,ITA,Italy,Jeti Port Dickson,Negeri_Sembilan,2,2,0
2020,Europe,ITA,Italy,Pasir Gudang,Johor,2,2,0
2020,Europe,ITA,Italy,Terminal Feri Puteri Harbour,Johor,2,2,0
2020,Europe,KAZ,Kazakhstan,Dermaga Labuan,Labuan,2,1,1
2020,Europe,KAZ,Kazakhstan,Tanjung Lembung,Kedah,2,1,1
2020,Europe,LIE,Liechtenstein,Bangunan Sultan Iskandar,Johor,2,1,1
2020,Europe,LIE,Liechtenstein,Jeti Kuah Langkawi,Kedah,2,2,0
2020,Europe,LTU,Lithuania,LT Sandakan,Sabah,2,1,1
2020,Europe,LTU,Lithuania,LTA Subang Terminal 3,Selangor,2,0,2
2020,Europe,LTU,Lithuania,Rantau Panjang,Kelantan,2,2,0
2020,Europe,LTU,Lithuania,Tanjung Lembung,Kedah,2,2,0
2020,Europe,LUX,Luxembourg,Rantau Panjang,Kelantan,2,0,2
2020,Europe,LVA,Latvia,Pelabuhan Tanjung Pelepas,Johor,2,2,0
2020,Europe,MDA,Moldova,LTA Sultan Ismail,Kelantan,2,1,1
2020,Europe,MDA,Moldova,Telaga Harbour Park,Kedah,2,1,1
2020,Europe,MKD,Macedonia,LTA Kota Kinabalu,Sabah,2,1,1
2020,Europe,MLT,Malta,Dermaga Labuan,Labuan,2,1,1
2020,Europe,MLT,Malta,LTA Ipoh,Perak,2,0,2
2020,Europe,MLT,Malta,Telaga Harbour Park,Kedah,2,2,0
2020,Europe,MNE,Montenegro,Gelang Patah,Johor,2,2,0
2020,Europe,MNE,Montenegro,Pasir Gudang,Johor,2,2,0
2020,Europe,NLD,Netherlands,LT Tawau,Sabah,2,2,0
2020,Europe,NOR,Norway,ICQS Kudat,Sabah,2,2,0
2020,Europe,NOR,Norway,Jeti Pasir Gudang,Johor,2,2,0
2020,Europe,NOR,Norway,LT Miri,Sarawak,2,2,0
2020,Europe,NOR,Norway,LT Sibu,Sarawak,2,2,0
2020,Europe,NOR,Norway,LTA Sultan Ismail Senai,Johor,2,2,0
2020,Europe,NOR,Norway,Rantau Panjang,Kelantan,2,1,1
2020,Europe,POL,Poland,Pengkalan Hulu (Bukit Berapit),Perak,2,1,1
2020,Europe,POL,Poland,Tanjung Belungkor,Johor,2,0,2
2020,Europe,PRT,Portugal,Jeti Pasir Gudang,Johor,2,2,0
2020,Europe,PRT,Portugal,LTA Sultan Ismail Senai,Johor,2,1,1
2020,Europe,PRT,Portugal,Pelabuhan Tanjung Pelepas,Johor,2,2,0
2020,Europe,PRT,Portugal,Stulang Laut,Johor,2,1,1
2020,Europe,PRT,Portugal,Tanjung Belungkor,Johor,2,2,0
2020,Europe,ROU,Romania,Dermaga Labuan,Labuan,2,1,1
2020,Europe,ROU,Romania,Jeti Port Dickson,Negeri_Sembilan,2,2,0
2020,Europe,ROU,Romania,Pejabat Imigresen Port Swettenham,Selangor,2,2,0
2020,Europe,ROU,Romania,Pelabuhan Klang Utara,Selangor,2,2,0
2020,Europe,ROU,Romania,Tedungan,Sarawak,2,2,0
2020,Europe,RUS,Russian Federation,Biawak,Sarawak,2,1,1
2020,Europe,RUS,Russian Federation,LT Sandakan,Sabah,2,1,1
2020,Europe,RUS,Russian Federation,LT Tawau,Sabah,2,1,1
2020,Europe,SRB,Serbia,LTA Subang Terminal 3,Selangor,2,1,1
2020,Europe,SVK,Slovakia (Slovak Republic),LT Miri,Sarawak,2,1,1
2020,Europe,SVK,Slovakia (Slovak Republic),LT Sandakan,Sabah,2,1,1
2020,Europe,SVK,Slovakia (Slovak Republic),LTA Sultan Ismail Senai,Johor,2,1,1
2020,Europe,SVK,Slovakia (Slovak Republic),Wang Kelian,Perlis,2,1,1
2020,Europe,SWE,Sweden,ICQS Kudat,Sabah,2,2,0
2020,Europe,SWE,Sweden,Pelabuhan Klang Barat - KMT,Selangor,2,2,0
2020,Europe,SWE,Sweden,Pengkalan Hulu (Bukit Berapit),Perak,2,1,1
2020,Europe,SWE,Sweden,Roro Labuan,Labuan,2,2,0
2020,Europe,SWE,Sweden,Tanjung Belungkor,Johor,2,2,0
2020,Europe,TUR,Turkey,LTA Kuantan,Pahang,2,0,2
2020,Europe,TUR,Turkey,Pandaruan,Sarawak,2,2,0
2020,Europe,TUR,Turkey,Pasir Gudang,Johor,2,2,0
2020,Europe,TUR,Turkey,Pejabat Imigresen Port Swettenham,Selangor,2,1,1
2020,Europe,TUR,Turkey,Roro Labuan,Labuan,2,2,0
2020,Europe,UKR,Ukraine,Dermaga Tawau,Sabah,2,2,0
2020,Europe,UKR,Ukraine,LTA Sultan Ismail,Kelantan,2,1,1
2020,Europe,UKR,Ukraine,Terminal Feri Puteri Harbour,Johor,2,2,0
2020,Europe,VAT,Holy See (Vatican City State),LTA Kuala Lumpur Terminal 1,Selangor,2,2,0
2020,Europe,ALB,Albania,Jeti Kuah Langkawi,Kedah,1,0,1
2020,Europe,ALB,Albania,LTA Ipoh,Perak,1,1,0
2020,Europe,ALB,Albania,LTA Kota Kinabalu,Sabah,1,1,0
2020,Europe,ALB,Albania,LTA Langkawi,Kedah,1,0,1
2020,Europe,ALB,Albania,Padang Besar,Perlis,1,1,0
2020,Europe,ALB,Albania,Sungai Tujuh,Sarawak,1,1,0
2020,Europe,ARM,Armenia,Rantau Panjang,Kelantan,1,1,0
2020,Europe,AUT,Austria,Biawak,Sarawak,1,1,0
2020,Europe,AUT,Austria,LT Miri,Sarawak,1,1,0
2020,Europe,AUT,Austria,Pelabuhan Klang Selatan - Jeti,Selangor,1,0,1
2020,Europe,AUT,Austria,Pelabuhan Melaka,Melaka,1,1,0
2020,Europe,AUT,Austria,Pengkalan Hulu (Bukit Berapit),Perak,1,1,0
2020,Europe,AUT,Austria,Pengkalan Kubur,Kelantan,1,1,0
2020,Europe,AUT,Austria,Tanjung Belungkor,Johor,1,0,1
2020,Europe,AUT,Austria,Tebedu,Sarawak,1,1,0
2020,Europe,AUT,Austria,Tedungan,Sarawak,1,1,0
2020,Europe,AZE,Azerbaijan,Dermaga Labuan,Labuan,1,1,0
2020,Europe,AZE,Azerbaijan,Jeti Kuah Langkawi,Kedah,1,1,0
2020,Europe,BEL,Belgium,Dermaga Tawau,Sabah,1,1,0
2020,Europe,BEL,Belgium,Lumut,Perak,1,1,0
2020,Europe,BEL,Belgium,Pelabuhan Klang Selatan - Jeti,Selangor,1,1,0
2020,Europe,BEL,Belgium,Pelabuhan Melaka,Melaka,1,1,0
2020,Europe,BEL,Belgium,Pelabuhan Tanjung Pelepas,Johor,1,1,0
2020,Europe,BEL,Belgium,Pengkalan Kubur,Kelantan,1,1,0
2020,Europe,BEL,Belgium,Pos Imigresen Mengkalap,Sarawak,1,0,1
2020,Europe,BEL,Belgium,Roro Labuan,Labuan,1,1,0
2020,Europe,BGR,Bulgaria,LTA Kuching,Sarawak,1,1,0
2020,Europe,BGR,Bulgaria,Sungai Tujuh,Sarawak,1,1,0
2020,Europe,BIH,Bosnia and Herzegovina,Lubok Antu,Sarawak,1,1,0
2020,Europe,BIH,Bosnia and Herzegovina,Sungai Tujuh,Sarawak,1,1,0
2020,Europe,BLR,Belarus,Dermaga Labuan,Labuan,1,0,1
2020,Europe,BLR,Belarus,LTA Kuching,Sarawak,1,0,1
2020,Europe,BLR,Belarus,LTA Subang Terminal 3,Selangor,1,0,1
2020,Europe,BLR,Belarus,LTA Sultan Ismail Senai,Johor,1,1,0
2020,Europe,CHE,Switzerland,Biawak,Sarawak,1,0,1
2020,Europe,CHE,Switzerland,LT Tawau,Sabah,1,0,1
2020,Europe,CHE,Switzerland,Pelabuhan Klang Selatan - Jeti,Selangor,1,1,0
2020,Europe,CHE,Switzerland,Pelabuhan Melaka,Melaka,1,1,0
2020,Europe,CHE,Switzerland,Roro Labuan,Labuan,1,1,0
2020,Europe,CYP,Cyprus,LT Sandakan,Sabah,1,1,0
2020,Europe,CYP,Cyprus,LTA Kuching,Sarawak,1,0,1
2020,Europe,CYP,Cyprus,Tanjung Belungkor,Johor,1,0,1
2020,Europe,CZE,Czech Republic,Biawak,Sarawak,1,1,0
2020,Europe,CZE,Czech Republic,Dermaga Tawau,Sabah,1,1,0
2020,Europe,CZE,Czech Republic,Pasir Gudang,Johor,1,1,0
2020,Europe,CZE,Czech Republic,Tanjung Belungkor,Johor,1,0,1
2020,Europe,DEU,Germany,Biawak,Sarawak,1,0,1
2020,Europe,DEU,Germany,Jeti Port Dickson,Negeri_Sembilan,1,1,0
2020,Europe,DEU,Germany,Jeti Tioman,Pahang,1,1,0
2020,Europe,DEU,Germany,LT Bintulu,Sarawak,1,1,0
2020,Europe,DEU,Germany,Pasir Gudang,Johor,1,1,0
2020,Europe,DEU,Germany,Pelabuhan Kuantan,Pahang,1,1,0
2020,Europe,DNK,Denmark,LT Sibu,Sarawak,1,0,1
2020,Europe,DNK,Denmark,LT Tawau,Sabah,1,1,0
2020,Europe,DNK,Denmark,Linggi,Melaka,1,1,0
2020,Europe,DNK,Denmark,Pasir Gudang,Johor,1,1,0
2020,Europe,DNK,Denmark,Pelabuhan Klang Utara,Selangor,1,1,0
2020,Europe,ESP,Spain,Dermaga Tawau,Sabah,1,1,0
2020,Europe,ESP,Spain,LT Miri,Sarawak,1,1,0
2020,Europe,ESP,Spain,Tanjung Pengelih,Johor,1,1,0
2020,Europe,EST,Estonia,LTA Sultan Ismail,Kelantan,1,0,1
2020,Europe,EST,Estonia,Pelabuhan Klang Barat - KMT,Selangor,1,1,0
2020,Europe,EST,Estonia,Pelabuhan Tanjung Pelepas,Johor,1,1,0
