year,region,country,country_label,poe,state,total_arrivals,male_arrivals,female_arrivals
2020,Africa,EGY,Egypt,LTA Kuala Lumpur Terminal 1,Selangor,4869,3277,1592
2020,Africa,SDN,Sudan,LTA Kuala Lumpur Terminal 1,Selangor,2671,1648,1023
2020,Africa,ZAF,South Africa,LTA Kuala Lumpur Terminal 1,Selangor,2410,1401,1009
2020,Africa,NGA,Nigeria,LTA Kuala Lumpur Terminal 1,Selangor,1910,1575,335
2020,Africa,MUS,Mauritius,LTA Kuala Lumpur Terminal 1,Selangor,1713,872,841
2020,Africa,DZA,Algeria,LTA Kuala Lumpur Terminal 1,Selangor,1666,1189,477
2020,Africa,LBY,Libyan Arab Jamahiriya,LTA Kuala Lumpur Terminal 1,Selangor,1541,1114,427
2020,Africa,MAR,Morocco,LTA Kuala Lumpur Terminal 1,Selangor,1442,721,721
2020,Africa,EGY,Egypt,LTA Kuala Lumpur Terminal 2,Selangor,1299,806,493
2020,Africa,ZAF,South Africa,LTA Kuala Lumpur Terminal 2,Selangor,1024,522,502
2020,Africa,SOM,Somalia,LTA Kuala Lumpur Terminal 1,Selangor,780,489,291
2020,Africa,KEN,Kenya,LTA Kuala Lumpur Terminal 1,Selangor,658,369,289
2020,Africa,MAR,Morocco,LTA Kuala Lumpur Terminal 2,Selangor,645,381,264
2020,Africa,TUN,Tunisia,LTA Kuala Lumpur Terminal 1,Selangor,613,327,286
2020,Africa,TZA,Tanzania,LTA Kuala Lumpur Terminal 1,Selangor,433,233,200
2020,Africa,ZAF,South Africa,Gelang Patah,Johor,423,243,180
2020,Africa,SDN,Sudan,LTA Kuala Lumpur Terminal 2,Selangor,369,240,129
2020,Africa,ZWE,Zimbabwe,LTA Kuala Lumpur Terminal 1,Selangor,328,179,149
2020,Africa,EGY,Egypt,Bangunan Sultan Iskandar,Johor,326,290,36
2020,Africa,MUS,Mauritius,LTA Kuala Lumpur Terminal 2,Selangor,299,155,144
2020,Africa,ZAF,South Africa,Bangunan Sultan Iskandar,Johor,287,180,107
2020,Africa,LBY,Libyan Arab Jamahiriya,LTA Kuala Lumpur Terminal 2,Selangor,265,212,53
2020,Africa,MUS,Mauritius,Gelang Patah,Johor,255,132,123
2020,Africa,DZA,Algeria,LTA Kuala Lumpur Terminal 2,Selangor,253,196,57
2020,Africa,SYC,Seychelles,LTA Kuala Lumpur Terminal 1,Selangor,222,107,115
2020,Africa,UGA,Uganda,LTA Kuala Lumpur Terminal 1,Selangor,208,115,93
2020,Africa,TUN,Tunisia,LTA Kuala Lumpur Terminal 2,Selangor,190,113,77
2020,Africa,ZMB,Zambia,LTA Kuala Lumpur Terminal 1,Selangor,182,100,82
2020,Africa,KEN,Kenya,LTA Kuala Lumpur Terminal 2,Selangor,171,86,85
2020,Africa,EGY,Egypt,Gelang Patah,Johor,146,94,52
2020,Africa,GIN,Guinea,LTA Kuala Lumpur Terminal 1,Selangor,138,110,28
2020,Africa,KEN,Kenya,Gelang Patah,Johor,138,60,78
2020,Africa,GHA,Ghana,LTA Kuala Lumpur Terminal 1,Selangor,132,86,46
2020,Africa,ZAF,South Africa,LTA Bayan Lepas,Pulau_Pinang,131,72,59
2020,Africa,GMB,Gambia,LTA Kuala Lumpur Terminal 1,Selangor,130,102,28
2020,Africa,MUS,Mauritius,Bangunan Sultan Iskandar,Johor,128,79,49
2020,Africa,SEN,Senegal,LTA Kuala Lumpur Terminal 1,Selangor,128,95,33
2020,Africa,NGA,Nigeria,LTA Kuala Lumpur Terminal 2,Selangor,120,104,16
2020,Africa,EGY,Egypt,Sungai Tujuh,Sarawak,116,77,39
2020,Africa,TZA,Tanzania,LTA Kuala Lumpur Terminal 2,Selangor,111,53,58
2020,Africa,MAR,Morocco,Bangunan Sultan Iskandar,Johor,103,75,28
2020,Africa,ZAF,South Africa,LTA Langkawi,Kedah,102,51,51
2020,Africa,ZAF,South Africa,Sungai Tujuh,Sarawak,101,55,46
2020,Africa,ETH,Ethiopia,LTA Kuala Lumpur Terminal 1,Selangor,90,54,36
2020,Africa,SOM,Somalia,LTA Kuala Lumpur Terminal 2,Selangor,84,58,26
2020,Africa,SLE,Sierra Leone,LTA Kuala Lumpur Terminal 1,Selangor,83,57,26
2020,Africa,MOZ,Mozambique,LTA Kuala Lumpur Terminal 1,Selangor,81,45,36
2020,Africa,ZWE,Zimbabwe,LTA Kuala Lumpur Terminal 2,Selangor,71,38,33
2020,Africa,MDG,Madagascar,LTA Kuala Lumpur Terminal 1,Selangor,69,35,34
2020,Africa,MRT,Mauritania,LTA Kuala Lumpur Terminal 1,Selangor,61,50,11
2020,Africa,ZAF,South Africa,Jeti Kuah Langkawi,Kedah,58,40,18
2020,Africa,ERI,Eritrea,LTA Kuala Lumpur Terminal 1,Selangor,56,36,20
2020,Africa,CIV,Cote d'Ivoire,LTA Kuala Lumpur Terminal 1,Selangor,55,40,15
2020,Africa,CMR,Cameroon,LTA Kuala Lumpur Terminal 1,Selangor,53,33,20
2020,Africa,DZA,Algeria,Bangunan Sultan Iskandar,Johor,53,52,1
2020,Africa,MWI,Malawi,LTA Kuala Lumpur Terminal 1,Selangor,52,28,24
2020,Africa,SSD,South Sudan,LTA Kuala Lumpur Terminal 1,Selangor,51,37,14
2020,Africa,NAM,Namibia,LTA Kuala Lumpur Terminal 1,Selangor,50,22,28
2020,Africa,UGA,Uganda,Bangunan Sultan Iskandar,Johor,48,22,26
2020,Africa,TZA,Tanzania,Gelang Patah,Johor,47,26,21
2020,Africa,ZAF,South Africa,Telaga Harbour Park,Kedah,46,26,20
2020,Africa,EGY,Egypt,LTA Langkawi,Kedah,44,19,25
2020,Africa,MDG,Madagascar,LTA Kuala Lumpur Terminal 2,Selangor,43,26,17
2020,Africa,COM,Comoros,LTA Kuala Lumpur Terminal 1,Selangor,39,29,10
2020,Africa,UGA,Uganda,LTA Kuala Lumpur Terminal 2,Selangor,39,12,27
2020,Africa,ZMB,Zambia,LTA Kuala Lumpur Terminal 2,Selangor,39,21,18
2020,Africa,ZWE,Zimbabwe,Bangunan Sultan Iskandar,Johor,39,26,13
2020,Africa,DJI,Djibouti,LTA Kuala Lumpur Terminal 1,Selangor,38,19,19
2020,Africa,ZAF,South Africa,Rantau Panjang,Kelantan,38,18,20
2020,Africa,DZA,Algeria,LTA Langkawi,Kedah,36,23,13
2020,Africa,GHA,Ghana,LTA Kuala Lumpur Terminal 2,Selangor,36,26,10
2020,Africa,KEN,Kenya,Bangunan Sultan Iskandar,Johor,36,19,17
2020,Africa,UGA,Uganda,Gelang Patah,Johor,36,10,26
2020,Africa,BWA,Botswana,LTA Kuala Lumpur Terminal 1,Selangor,35,18,17
2020,Africa,MAR,Morocco,Gelang Patah,Johor,35,26,9
2020,Africa,MOZ,Mozambique,LTA Kuala Lumpur Terminal 2,Selangor,35,26,9
2020,Africa,TCD,Chad,LTA Kuala Lumpur Terminal 1,Selangor,35,30,5
2020,Africa,EGY,Egypt,Stulang Laut,Johor,34,29,5
2020,Africa,ZAF,South Africa,LTA Kota Kinabalu,Sabah,34,18,16
2020,Africa,SLE,Sierra Leone,LTA Kuala Lumpur Terminal 2,Selangor,33,18,15
2020,Africa,NGA,Nigeria,Bangunan Sultan Iskandar,Johor,31,28,3
2020,Africa,SYC,Seychelles,LTA Kuala Lumpur Terminal 2,Selangor,31,12,19
2020,Africa,COD,Congo,LTA Kuala Lumpur Terminal 1,Selangor,28,19,9
2020,Africa,SEN,Senegal,LTA Kuala Lumpur Terminal 2,Selangor,27,22,5
2020,Africa,DZA,Algeria,LTA Bayan Lepas,Pulau_Pinang,26,17,9
2020,Africa,GIN,Guinea,LTA Kuala Lumpur Terminal 2,Selangor,26,24,2
2020,Africa,GMB,Gambia,LTA Kuala Lumpur Terminal 2,Selangor,26,20,6
2020,Africa,MAR,Morocco,LTA Langkawi,Kedah,25,12,13
2020,Africa,NGA,Nigeria,LTA Bayan Lepas,Pulau_Pinang,25,19,6
2020,Africa,ZAF,South Africa,Padang Besar,Perlis,24,13,11
2020,Africa,ZWE,Zimbabwe,Gelang Patah,Johor,24,14,10
2020,Africa,MLI,Mali,LTA Kuala Lumpur Terminal 1,Selangor,23,18,5
2020,Africa,EGY,Egypt,LTA Bayan Lepas,Pulau_Pinang,22,17,5
2020,Africa,NGA,Nigeria,Gelang Patah,Johor,22,17,5
2020,Africa,TCD,Chad,LTA Kuala Lumpur Terminal 2,Selangor,22,18,4
2020,Africa,ZAF,South Africa,Tedungan,Sarawak,22,16,6
2020,Africa,SWZ,Swaziland,LTA Kuala Lumpur Terminal 1,Selangor,21,12,9
2020,Africa,TGO,Togo,LTA Kuala Lumpur Terminal 1,Selangor,21,18,3
2020,Africa,TUN,Tunisia,Gelang Patah,Johor,21,12,9
2020,Africa,TUN,Tunisia,LTA Langkawi,Kedah,20,12,8
2020,Africa,ZAF,South Africa,Woodlands Train Checkpoint,Singapore,19,10,9
2020,Africa,AGO,Angola,LTA Kuala Lumpur Terminal 1,Selangor,18,12,6
2020,Africa,RWA,Rwanda,LTA Kuala Lumpur Terminal 1,Selangor,17,8,9
2020,Africa,SYC,Seychelles,Gelang Patah,Johor,17,9,8
2020,Africa,TZA,Tanzania,Bangunan Sultan Iskandar,Johor,17,12,5
2020,Africa,CMR,Cameroon,LTA Kuala Lumpur Terminal 2,Selangor,16,12,4
2020,Africa,DZA,Algeria,Gelang Patah,Johor,16,12,4
2020,Africa,LBR,Liberia,LTA Kuala Lumpur Terminal 1,Selangor,16,14,2
2020,Africa,ZAF,South Africa,Dermaga Labuan,Labuan,16,7,9
2020,Africa,ZAF,South Africa,Pandaruan,Sarawak,16,14,2
2020,Africa,ZAF,South Africa,Tanjung Belungkor,Johor,16,12,4
2020,Africa,MDG,Madagascar,Bangunan Sultan Iskandar,Johor,15,10,5
2020,Africa,ZAF,South Africa,Bukit Kayu Hitam,Kedah,15,10,5
2020,Africa,GIN,Guinea,Gelang Patah,Johor,14,14,0
2020,Africa,LBY,Libyan Arab Jamahiriya,Bangunan Sultan Iskandar,Johor,14,8,6
2020,Africa,MAR,Morocco,LTA Bayan Lepas,Pulau_Pinang,14,6,8
2020,Africa,NGA,Nigeria,LTA Kuching,Sarawak,14,11,3
2020,Africa,ZAF,South Africa,LTA Kuching,Sarawak,14,12,2
2020,Africa,GAB,Gabon,LTA Kuala Lumpur Terminal 1,Selangor,13,8,5
2020,Africa,LSO,Lesotho,LTA Kuala Lumpur Terminal 1,Selangor,13,9,4
2020,Africa,MUS,Mauritius,Woodlands Train Checkpoint,Singapore,13,7,6
2020,Africa,BFA,Burkina Faso,LTA Kuala Lumpur Terminal 1,Selangor,12,12,0
2020,Africa,EGY,Egypt,LTA Kota Kinabalu,Sabah,12,8,4
2020,Africa,MAR,Morocco,Bukit Kayu Hitam,Kedah,12,9,3
2020,Africa,TUN,Tunisia,LTA Bayan Lepas,Pulau_Pinang,12,7,5
2020,Africa,ZAF,South Africa,LTA Subang Terminal 3,Selangor,12,7,5
2020,Africa,ZAF,South Africa,LTA Sultan Ismail Senai,Johor,12,8,4
2020,Africa,BWA,Botswana,LTA Kuala Lumpur Terminal 2,Selangor,11,3,8
2020,Africa,LBY,Libyan Arab Jamahiriya,LTA Bayan Lepas,Pulau_Pinang,11,7,4
2020,Africa,MAR,Morocco,LTA Kota Kinabalu,Sabah,11,6,5
2020,Africa,MWI,Malawi,LTA Kuala Lumpur Terminal 2,Selangor,11,6,5
2020,Africa,SDN,Sudan,Bangunan Sultan Iskandar,Johor,11,11,0
2020,Africa,SEN,Senegal,Gelang Patah,Johor,11,10,1
2020,Africa,EGY,Egypt,Rantau Panjang,Kelantan,10,10,0
2020,Africa,ETH,Ethiopia,LTA Kuala Lumpur Terminal 2,Selangor,10,9,1
2020,Africa,GHA,Ghana,Gelang Patah,Johor,10,8,2
2020,Africa,MAR,Morocco,Woodlands Train Checkpoint,Singapore,10,10,0
2020,Africa,COM,Comoros,LTA Kuala Lumpur Terminal 2,Selangor,9,5,4
2020,Africa,DZA,Algeria,Bukit Kayu Hitam,Kedah,9,9,0
2020,Africa,DZA,Algeria,Sungai Tujuh,Sarawak,9,4,5
2020,Africa,MDG,Madagascar,Gelang Patah,Johor,9,2,7
2020,Africa,MRT,Mauritania,LTA Kuala Lumpur Terminal 2,Selangor,9,6,3
2020,Africa,MUS,Mauritius,LTA Bayan Lepas,Pulau_Pinang,9,4,5
2020,Africa,NER,Niger,LTA Kuala Lumpur Terminal 1,Selangor,9,7,2
2020,Africa,ZAF,South Africa,Wang Kelian,Perlis,9,4,5
2020,Africa,BEN,Benin,LTA Kuala Lumpur Terminal 1,Selangor,8,5,3
2020,Africa,DZA,Algeria,Jeti Kuah Langkawi,Kedah,8,4,4
2020,Africa,EGY,Egypt,Woodlands Train Checkpoint,Singapore,8,8,0
2020,Africa,GHA,Ghana,Bangunan Sultan Iskandar,Johor,8,6,2
2020,Africa,GNQ,Equatorial Guinea,LTA Kuala Lumpur Terminal 1,Selangor,8,3,5
2020,Africa,KEN,Kenya,LTA Bayan Lepas,Pulau_Pinang,8,5,3
2020,Africa,TUN,Tunisia,Jeti Kuah Langkawi,Kedah,8,6,2
2020,Africa,ZMB,Zambia,Gelang Patah,Johor,8,6,2
2020,Africa,EGY,Egypt,Pandaruan,Sarawak,7,7,0
2020,Africa,EGY,Egypt,Tedungan,Sarawak,7,5,2
2020,Africa,EGY,Egypt,Terminal Feri Puteri Harbour,Johor,7,7,0
2020,Africa,ERI,Eritrea,LTA Kuala Lumpur Terminal 2,Selangor,7,7,0
2020,Africa,GIN,Guinea,Bangunan Sultan Iskandar,Johor,7,7,0
2020,Africa,GMB,Gambia,Gelang Patah,Johor,7,2,5
2020,Africa,LBY,Libyan Arab Jamahiriya,Gelang Patah,Johor,7,3,4
2020,Africa,MAR,Morocco,Sungai Tujuh,Sarawak,7,4,3
2020,Africa,MUS,Mauritius,LTA Kota Kinabalu,Sabah,7,5,2
2020,Africa,SEN,Senegal,Bangunan Sultan Iskandar,Johor,7,4,3
2020,Africa,ZAF,South Africa,LT Miri,Sarawak,7,5,2
2020,Africa,ZAF,South Africa,Pelabuhan Tanjung Pelepas,Johor,7,7,0
2020,Africa,CMR,Cameroon,Bangunan Sultan Iskandar,Johor,6,6,0
2020,Africa,MAR,Morocco,Rantau Panjang,Kelantan,6,5,1
2020,Africa,MAR,Morocco,Stulang Laut,Johor,6,5,1
2020,Africa,SDN,Sudan,Gelang Patah,Johor,6,6,0
2020,Africa,TGO,Togo,LTA Kuala Lumpur Terminal 2,Selangor,6,6,0
2020,Africa,TUN,Tunisia,Bangunan Sultan Iskandar,Johor,6,6,0
2020,Africa,ZAF,South Africa,Pasir Gudang,Johor,6,6,0
2020,Africa,CPV,Cape Verde,LTA Kuala Lumpur Terminal 1,Selangor,5,3,2
2020,Africa,DZA,Algeria,Padang Besar,Perlis,5,2,3
2020,Africa,EGY,Egypt,LTA Sultan Ismail Senai,Johor,5,4,1
2020,Africa,EGY,Egypt,Pos Imigresen Mengkalap,Sarawak,5,5,0
2020,Africa,GNB,Guinea-Bissau,Gelang Patah,Johor,5,5,0
2020,Africa,LBY,Libyan Arab Jamahiriya,LTA Langkawi,Kedah,5,4,1
2020,Africa,SDN,Sudan,Sungai Tujuh,Sarawak,5,5,0
2020,Africa,SOM,Somalia,Bangunan Sultan Iskandar,Johor,5,4,1
2020,Africa,STP,Sao Tome and Principe,LTA Kuala Lumpur Terminal 1,Selangor,5,5,0
2020,Africa,STP,Sao Tome and Principe,LTA Kuala Lumpur Terminal 2,Selangor,5,0,5
2020,Africa,SYC,Seychelles,Bangunan Sultan Iskandar,Johor,5,3,2
2020,Africa,TUN,Tunisia,Bukit Kayu Hitam,Kedah,5,5,0
2020,Africa,ZMB,Zambia,LTA Bayan Lepas,Pulau_Pinang,5,2,3
2020,Africa,BDI,Burundi,LTA Kuala Lumpur Terminal 1,Selangor,4,3,1
2020,Africa,BWA,Botswana,Bangunan Sultan Iskandar,Johor,4,1,3
2020,Africa,COG,Congo,LTA Kuala Lumpur Terminal 1,Selangor,4,2,2
2020,Africa,EGY,Egypt,Roro Labuan,Labuan,4,4,0
2020,Africa,EGY,Egypt,Telaga Harbour Park,Kedah,4,2,2
2020,Africa,GMB,Gambia,Bangunan Sultan Iskandar,Johor,4,4,0
2020,Africa,LBR,Liberia,LTA Kuala Lumpur Terminal 2,Selangor,4,3,1
2020,Africa,LBY,Libyan Arab Jamahiriya,LTA Kota Kinabalu,Sabah,4,4,0
2020,Africa,LBY,Libyan Arab Jamahiriya,Tedungan,Sarawak,4,0,4
2020,Africa,MAR,Morocco,Jeti Kuah Langkawi,Kedah,4,2,2
2020,Africa,MLI,Mali,Bangunan Sultan Iskandar,Johor,4,4,0
2020,Africa,MLI,Mali,LTA Kuala Lumpur Terminal 2,Selangor,4,4,0
2020,Africa,NAM,Namibia,LTA Kuala Lumpur Terminal 2,Selangor,4,1,3
2020,Africa,SSD,South Sudan,LTA Kuala Lumpur Terminal 2,Selangor,4,2,2
2020,Africa,TZA,Tanzania,LTA Kota Kinabalu,Sabah,4,1,3
2020,Africa,ZAF,South Africa,Pengkalan Kubur,Kelantan,4,2,2
2020,Africa,ZAF,South Africa,Terminal Feri Puteri Harbour,Johor,4,4,0
2020,Africa,ZWE,Zimbabwe,LTA Kota Kinabalu,Sabah,4,2,2
2020,Africa,BEN,Benin,Gelang Patah,Johor,3,1,2
2020,Africa,BEN,Benin,LTA Kuala Lumpur Terminal 2,Selangor,3,3,0
2020,Africa,BWA,Botswana,Gelang Patah,Johor,3,1,2
2020,Africa,CMR,Cameroon,Sungai Tujuh,Sarawak,3,3,0
2020,Africa,CPV,Cape Verde,LTA Kuala Lumpur Terminal 2,Selangor,3,3,0
2020,Africa,DZA,Algeria,LTA Sultan Ismail Senai,Johor,3,3,0
2020,Africa,EGY,Egypt,Bukit Kayu Hitam,Kedah,3,3,0
2020,Africa,EGY,Egypt,Pasir Gudang,Johor,3,3,0
2020,Africa,ETH,Ethiopia,Pelabuhan Tanjung Pelepas,Johor,3,3,0
2020,Africa,GMB,Gambia,LTA Bayan Lepas,Pulau_Pinang,3,2,1
2020,Africa,GNB,Guinea-Bissau,LTA Kuala Lumpur Terminal 1,Selangor,3,3,0
2020,Africa,KEN,Kenya,Bukit Kayu Hitam,Kedah,3,2,1
2020,Africa,KEN,Kenya,LTA Kuching,Sarawak,3,2,1
2020,Africa,LBR,Liberia,Bangunan Sultan Iskandar,Johor,3,3,0
2020,Africa,LBY,Libyan Arab Jamahiriya,Pelabuhan Tanjung Pelepas,Johor,3,3,0
2020,Africa,MDG,Madagascar,LTA Langkawi,Kedah,3,1,2
2020,Africa,MUS,Mauritius,LTA Subang Terminal 3,Selangor,3,2,1
2020,Africa,MUS,Mauritius,Pelabuhan Klang Barat - SCT,Selangor,3,3,0
2020,Africa,NAM,Namibia,Gelang Patah,Johor,3,1,2
2020,Africa,NER,Niger,LTA Kuala Lumpur Terminal 2,Selangor,3,2,1
2020,Africa,SDN,Sudan,LTA Kota Kinabalu,Sabah,3,3,0
2020,Africa,SDN,Sudan,LTA Sultan Ismail Senai,Johor,3,2,1
2020,Africa,SLE,Sierra Leone,Gelang Patah,Johor,3,2,1
2020,Africa,SLE,Sierra Leone,LTA Bayan Lepas,Pulau_Pinang,3,2,1
2020,Africa,SOM,Somalia,Gelang Patah,Johor,3,2,1
2020,Africa,TGO,Togo,Gelang Patah,Johor,3,3,0
2020,Africa,TUN,Tunisia,LTA Kota Kinabalu,Sabah,3,0,3
2020,Africa,TUN,Tunisia,Telaga Harbour Park,Kedah,3,2,1
2020,Africa,UGA,Uganda,LTA Bayan Lepas,Pulau_Pinang,3,0,3
2020,Africa,ZAF,South Africa,Pelabuhan Klang Barat - SCT,Selangor,3,1,2
2020,Africa,ZWE,Zimbabwe,LTA Sultan Ismail,Kelantan,3,3,0
2020,Africa,BWA,Botswana,LTA Kuching,Sarawak,2,2,0
2020,Africa,CIV,Cote d'Ivoire,LTA Kuala Lumpur Terminal 2,Selangor,2,2,0
2020,Africa,CMR,Cameroon,Gelang Patah,Johor,2,2,0
2020,Africa,CMR,Cameroon,LTA Bayan Lepas,Pulau_Pinang,2,0,2
2020,Africa,COD,Congo,LTA Kuala Lumpur Terminal 2,Selangor,2,0,2
2020,Africa,CPV,Cape Verde,Bangunan Sultan Iskandar,Johor,2,2,0
2020,Africa,DZA,Algeria,LTA Subang Terminal 3,Selangor,2,2,0
2020,Africa,DZA,Algeria,Tedungan,Sarawak,2,1,1
2020,Africa,EGY,Egypt,Dermaga Labuan,Labuan,2,2,0
2020,Africa,EGY,Egypt,Jeti Pasir Gudang,Johor,2,2,0
2020,Africa,EGY,Egypt,Padang Besar,Perlis,2,2,0
2020,Africa,EGY,Egypt,Pelabuhan Klang Barat - KMT,Selangor,2,2,0
2020,Africa,EGY,Egypt,Pelabuhan Tanjung Pelepas,Johor,2,2,0
2020,Africa,EGY,Egypt,Pengkalan Kubur,Kelantan,2,2,0
2020,Africa,EGY,Egypt,Tebedu,Sarawak,2,2,0
2020,Africa,ERI,Eritrea,LTA Kota Kinabalu,Sabah,2,1,1
2020,Africa,ETH,Ethiopia,Bangunan Sultan Iskandar,Johor,2,2,0
2020,Africa,ETH,Ethiopia,Gelang Patah,Johor,2,1,1
2020,Africa,GAB,Gabon,LTA Kuala Lumpur Terminal 2,Selangor,2,1,1
2020,Africa,GHA,Ghana,Sungai Tujuh,Sarawak,2,2,0
2020,Africa,GIN,Guinea,Rantau Panjang,Kelantan,2,2,0
2020,Africa,GIN,Guinea,Sungai Tujuh,Sarawak,2,1,1
2020,Africa,GMB,Gambia,Rantau Panjang,Kelantan,2,2,0
2020,Africa,KEN,Kenya,LTA Langkawi,Kedah,2,1,1
2020,Africa,KEN,Kenya,Padang Besar,Perlis,2,1,1
2020,Africa,LBY,Libyan Arab Jamahiriya,LTA Sultan Ismail Senai,Johor,2,2,0
2020,Africa,LBY,Libyan Arab Jamahiriya,Stulang Laut,Johor,2,2,0
2020,Africa,LBY,Libyan Arab Jamahiriya,Woodlands Train Checkpoint,Singapore,2,2,0
2020,Africa,MAR,Morocco,Dermaga Tawau,Sabah,2,1,1
2020,Africa,MAR,Morocco,LTA Kuching,Sarawak,2,2,0
2020,Africa,MAR,Morocco,Padang Besar,Perlis,2,2,0
2020,Africa,MAR,Morocco,Terminal Feri Puteri Harbour,Johor,2,2,0
2020,Africa,MDG,Madagascar,LTA Bayan Lepas,Pulau_Pinang,2,1,1
2020,Africa,MDG,Madagascar,LTA Kota Kinabalu,Sabah,2,1,1
2020,Africa,MUS,Mauritius,LTA Langkawi,Kedah,2,1,1
2020,Africa,MUS,Mauritius,LTA Sultan Ismail Senai,Johor,2,1,1
2020,Africa,MWI,Malawi,Bangunan Sultan Iskandar,Johor,2,2,0
2020,Africa,NAM,Namibia,LTA Bayan Lepas,Pulau_Pinang,2,0,2
2020,Africa,NGA,Nigeria,LTA Langkawi,Kedah,2,2,0
2020,Africa,NGA,Nigeria,LTA Subang Terminal 3,Selangor,2,2,0
2020,Africa,NGA,Nigeria,Woodlands Train Checkpoint,Singapore,2,2,0
2020,Africa,SDN,Sudan,LTA Bayan Lepas,Pulau_Pinang,2,1,1
2020,Africa,SDN,Sudan,Padang Besar,Perlis,2,1,1
2020,Africa,SOM,Somalia,LTA Langkawi,Kedah,2,2,0
2020,Africa,SSD,South Sudan,Bangunan Sultan Iskandar,Johor,2,2,0
2020,Africa,SWZ,Swaziland,LTA Kuala Lumpur Terminal 2,Selangor,2,1,1
2020,Africa,TUN,Tunisia,Sungai Tujuh,Sarawak,2,1,1
2020,Africa,TZA,Tanzania,Tedungan,Sarawak,2,1,1
2020,Africa,UGA,Uganda,Stulang Laut,Johor,2,0,2
2020,Africa,ZAF,South Africa,LT Batu Berendam,Melaka,2,0,2
2020,Africa,ZAF,South Africa,LT Tawau,Sabah,2,1,1
2020,Africa,ZAF,South Africa,LTA Kuantan,Pahang,2,1,1
2020,Africa,ZAF,South Africa,Pos Imigresen Mengkalap,Sarawak,2,2,0
2020,Africa,ZAF,South Africa,Stulang Laut,Johor,2,2,0
2020,Africa,ZMB,Zambia,Bangunan Sultan Iskandar,Johor,2,0,2
2020,Africa,ZWE,Zimbabwe,LTA Bayan Lepas,Pulau_Pinang,2,2,0
2020,Africa,BEN,Benin,LTA Kota Kinabalu,Sabah,1,1,0
2020,Africa,BEN,Benin,LTA Subang Terminal 3,Selangor,1,0,1
2020,Africa,BFA,Burkina Faso,LTA Kuala Lumpur Terminal 2,Selangor,1,1,0
2020,Africa,CAF,Central African Republic,LTA Kuala Lumpur Terminal 1,Selangor,1,1,0
2020,Africa,CIV,Cote d'Ivoire,LTA Bayan Lepas,Pulau_Pinang,1,1,0
2020,Africa,CIV,Cote d'Ivoire,LTA Langkawi,Kedah,1,1,0
2020,Africa,CMR,Cameroon,LTA Kota Kinabalu,Sabah,1,1,0
2020,Africa,COD,Congo,LTA Bayan Lepas,Pulau_Pinang,1,1,0
2020,Africa,COD,Congo,Pelabuhan Klang Barat - SCT,Selangor,1,0,1
2020,Africa,COG,Congo,Gelang Patah,Johor,1,1,0
2020,Africa,COG,Congo,LTA Kuala Lumpur Terminal 2,Selangor,1,1,0
2020,Africa,COG,Congo,LTA Langkawi,Kedah,1,0,1
2020,Africa,COM,Comoros,LTA Langkawi,Kedah,1,0,1
2020,Africa,CPV,Cape Verde,Gelang Patah,Johor,1,0,1
2020,Africa,DJI,Djibouti,LTA Kuala Lumpur Terminal 2,Selangor,1,1,0
2020,Africa,DZA,Algeria,LT Miri,Sarawak,1,0,1
2020,Africa,DZA,Algeria,LTA Kota Kinabalu,Sabah,1,1,0
2020,Africa,DZA,Algeria,Stulang Laut,Johor,1,1,0
2020,Africa,DZA,Algeria,Woodlands Train Checkpoint,Singapore,1,1,0
2020,Africa,EGY,Egypt,Jeti Kuah Langkawi,Kedah,1,1,0
2020,Africa,EGY,Egypt,LT Bintulu,Sarawak,1,1,0
2020,Africa,EGY,Egypt,LT Miri,Sarawak,1,1,0
2020,Africa,EGY,Egypt,LTA Subang Terminal 3,Selangor,1,0,1
2020,Africa,EGY,Egypt,Pejabat Imigresen Port Swettenham,Selangor,1,1,0
2020,Africa,EGY,Egypt,Tanjung Belungkor,Johor,1,1,0
2020,Africa,ETH,Ethiopia,LTA Kuching,Sarawak,1,0,1
2020,Africa,ETH,Ethiopia,Sungai Tujuh,Sarawak,1,0,1
2020,Africa,GAB,Gabon,Bangunan Sultan Iskandar,Johor,1,1,0
2020,Africa,GHA,Ghana,LTA Bayan Lepas,Pulau_Pinang,1,1,0
2020,Africa,GHA,Ghana,Rantau Panjang,Kelantan,1,1,0
2020,Africa,GIN,Guinea,LTA Kota Kinabalu,Sabah,1,1,0
2020,Africa,GIN,Guinea,LTA Sultan Ismail Senai,Johor,1,1,0
2020,Africa,GMB,Gambia,LTA Langkawi,Kedah,1,0,1
2020,Africa,GMB,Gambia,Sungai Tujuh,Sarawak,1,1,0
2020,Africa,GNQ,Equatorial Guinea,LTA Kuala Lumpur Terminal 2,Selangor,1,1,0
2020,Africa,KEN,Kenya,LT Sandakan,Sabah,1,1,0
2020,Africa,KEN,Kenya,LT Sibu,Sarawak,1,1,0
2020,Africa,KEN,Kenya,Rantau Panjang,Kelantan,1,0,1
2020,Africa,KEN,Kenya,Sungai Tujuh,Sarawak,1,1,0
2020,Africa,KEN,Kenya,Tanjung Belungkor,Johor,1,0,1
2020,Africa,KEN,Kenya,Wang Kelian,Perlis,1,0,1
2020,Africa,LBR,Liberia,Gelang Patah,Johor,1,1,0
2020,Africa,LBR,Liberia,LTA Sultan Ismail Senai,Johor,1,1,0
