country,country_label,poe,state,total_arrivals
GRC,Greece,Sungai Tujuh,Sarawak,8
GRC,Greece,Tanjung Pengelih,Johor,6
GRC,Greece,Tedungan,Sarawak,11
GRC,Greece,Telaga Harbour Park,Kedah,81
GRC,Greece,Terminal Feri Puteri Harbour,Johor,3
GRC,Greece,Wang Kelian,Perlis,17
GRC,Greece,Woodlands Train Checkpoint,Singapore,22
GRD,Grenada,Bangunan Sultan Iskandar,Johor,71
GRD,Grenada,Gelang Patah,Johor,84
GRD,Grenada,LTA Bayan Lepas,Pulau_Pinang,14
GRD,Grenada,LTA Kota Kinabalu,Sabah,7
GRD,Grenada,LTA Kuala Lumpur Terminal 1,Selangor,163
GRD,Grenada,LTA Kuala Lumpur Terminal 2,Selangor,52
GRD,Grenada,LTA Kuching,Sarawak,1
GRD,Grenada,LTA Langkawi,Kedah,9
GRD,Grenada,LTA Subang Terminal 3,Selangor,9
GRD,Grenada,LTA Sultan Ismail Senai,Johor,1
GRD,Grenada,Pos Imigresen Mengkalap,Sarawak,1
GRD,Grenada,Sungai Tujuh,Sarawak,2
GRL,Greenland,Bangunan Sultan Iskandar,Johor,1
GRL,Greenland,LTA Kuala Lumpur Terminal 2,Selangor,1
GTM,Guatemala,Bangunan Sultan Iskandar,Johor,23
GTM,Guatemala,Dermaga Labuan,Labuan,1
GTM,Guatemala,Gelang Patah,Johor,25
GTM,Guatemala,Jeti Kuah Langkawi,Kedah,1
GTM,Guatemala,LTA Bayan Lepas,Pulau_Pinang,20
GTM,Guatemala,LTA Ipoh,Perak,2
GTM,Guatemala,LTA Kota Kinabalu,Sabah,2
GTM,Guatemala,LTA Kuala Lumpur Terminal 1,Selangor,215
GTM,Guatemala,LTA Kuala Lumpur Terminal 2,Selangor,293
GTM,Guatemala,LTA Kuantan,Pahang,1
GTM,Guatemala,LTA Kuching,Sarawak,1
GTM,Guatemala,LTA Langkawi,Kedah,2
GTM,Guatemala,LTA Subang Terminal 3,Selangor,8
GTM,Guatemala,LTA Sultan Ismail Senai,Johor,1
GTM,Guatemala,Pelabuhan Klang Barat - SCT,Selangor,1
GUY,Guyana,Bangunan Sultan Iskandar,Johor,4
GUY,Guyana,Bukit Kayu Hitam,Kedah,1
GUY,Guyana,Gelang Patah,Johor,8
GUY,Guyana,LTA Bayan Lepas,Pulau_Pinang,2
GUY,Guyana,LTA Kuala Lumpur Terminal 1,Selangor,72
GUY,Guyana,LTA Kuala Lumpur Terminal 2,Selangor,32
GUY,Guyana,LTA Kuching,Sarawak,1
GUY,Guyana,LTA Sultan Ismail Senai,Johor,1
HKG,Hong Kong,Bangunan Sultan Iskandar,Johor,36
HKG,Hong Kong,Biawak,Sarawak,15
HKG,Hong Kong,Bukit Kayu Hitam,Kedah,13
HKG,Hong Kong,Gelang Patah,Johor,48
HKG,Hong Kong,Jeti Pasir Gudang,Johor,1
HKG,Hong Kong,LT Sandakan,Sabah,3
HKG,Hong Kong,LT Sibu,Sarawak,3
HKG,Hong Kong,LTA Bayan Lepas,Pulau_Pinang,399
HKG,Hong Kong,LTA Ipoh,Perak,703
HKG,Hong Kong,LTA Kota Kinabalu,Sabah,484
HKG,Hong Kong,LTA Kuala Lumpur Terminal 1,Selangor,75
HKG,Hong Kong,LTA Kuala Lumpur Terminal 2,Selangor,46
HKG,Hong Kong,LTA Kuala Terengganu,Terengganu,1
HKG,Hong Kong,LTA Kuantan,Pahang,35
HKG,Hong Kong,LTA Kuching,Sarawak,414
HKG,Hong Kong,LTA Langkawi,Kedah,44
HKG,Hong Kong,LTA Subang Terminal 3,Selangor,1
HKG,Hong Kong,LTA Sultan Ismail Senai,Johor,9
HKG,Hong Kong,Padang Besar,Perlis,44
HKG,Hong Kong,Pelabuhan Klang Barat - KMT,Selangor,98
HKG,Hong Kong,Pelabuhan Klang Barat - SCT,Selangor,179
HKG,Hong Kong,Pelabuhan Klang Utara,Selangor,4
HKG,Hong Kong,Pengkalan Hulu (Bukit Berapit),Perak,54
HKG,Hong Kong,Rantau Panjang,Kelantan,1
HKG,Hong Kong,Sungai Tujuh,Sarawak,1
HKG,Hong Kong,Wang Kelian,Perlis,4
HKG,Hong Kong,Woodlands Train Checkpoint,Singapore,5
HMD,Heard Island and McDonald Islands,Bangunan Sultan Iskandar,Johor,1
HND,Honduras,Bangunan Sultan Iskandar,Johor,23
HND,Honduras,Bukit Kayu Hitam,Kedah,5
HND,Honduras,Gelang Patah,Johor,63
HND,Honduras,Jeti Kuah Langkawi,Kedah,1
HND,Honduras,LTA Bayan Lepas,Pulau_Pinang,12
HND,Honduras,LTA Ipoh,Perak,2
HND,Honduras,LTA Kota Kinabalu,Sabah,4
HND,Honduras,LTA Kuala Lumpur Terminal 1,Selangor,174
HND,Honduras,LTA Kuala Lumpur Terminal 2,Selangor,155
HND,Honduras,LTA Kuching,Sarawak,3
HND,Honduras,LTA Langkawi,Kedah,3
HND,Honduras,LTA Sultan Ismail Senai,Johor,1
HND,Honduras,Pelabuhan Klang Barat - SCT,Selangor,2
HND,Honduras,Pelabuhan Tanjung Pelepas,Johor,2
HND,Honduras,Stulang Laut,Johor,1
HND,Honduras,Woodlands Train Checkpoint,Singapore,6
HRV,Croatia,Bangunan Sultan Iskandar,Johor,433
HRV,Croatia,Bukit Kayu Hitam,Kedah,15
HRV,Croatia,Dermaga Kota Kinabalu,Sabah,2
HRV,Croatia,Dermaga Tawau,Sabah,2
HRV,Croatia,Gelang Patah,Johor,324
HRV,Croatia,Jeti Kuah Langkawi,Kedah,17
HRV,Croatia,Jeti Pasir Gudang,Johor,1
HRV,Croatia,Jeti Tioman,Pahang,3
HRV,Croatia,LT Bintulu,Sarawak,4
HRV,Croatia,LT Miri,Sarawak,1
HRV,Croatia,LT Sandakan,Sabah,1
HRV,Croatia,LTA Bayan Lepas,Pulau_Pinang,97
HRV,Croatia,LTA Ipoh,Perak,4
HRV,Croatia,LTA Kota Kinabalu,Sabah,37
HRV,Croatia,LTA Kuala Lumpur Terminal 1,Selangor,2826
HRV,Croatia,LTA Kuala Lumpur Terminal 2,Selangor,969
HRV,Croatia,LTA Kuantan,Pahang,1
HRV,Croatia,LTA Kuching,Sarawak,15
HRV,Croatia,LTA Langkawi,Kedah,63
HRV,Croatia,LTA Subang Terminal 3,Selangor,12
HRV,Croatia,LTA Sultan Ismail Senai,Johor,1
HRV,Croatia,Padang Besar,Perlis,4
HRV,Croatia,Pandaruan,Sarawak,3
HRV,Croatia,Pasir Gudang,Johor,11
HRV,Croatia,Pejabat Imigresen Desaru Coast,Johor,2
HRV,Croatia,Pejabat Imigresen Port Swettenham,Selangor,1
HRV,Croatia,Pelabuhan Klang Barat - KMT,Selangor,27
HRV,Croatia,Pelabuhan Klang Barat - SCT,Selangor,19
HRV,Croatia,Pelabuhan Klang Utara,Selangor,2
HRV,Croatia,Pelabuhan Kuantan,Pahang,11
HRV,Croatia,Pelabuhan Melaka,Melaka,1
HRV,Croatia,Pelabuhan Tanjung Pelepas,Johor,58
HRV,Croatia,Pos Imigresen Mengkalap,Sarawak,2
HRV,Croatia,Rantau Panjang,Kelantan,7
HRV,Croatia,Stulang Laut,Johor,3
HRV,Croatia,Sungai Tujuh,Sarawak,24
HRV,Croatia,Tanjung Belungkor,Johor,1
HRV,Croatia,Tanjung Lembung,Kedah,3
HRV,Croatia,Tanjung Pengelih,Johor,3
HRV,Croatia,Tebedu,Sarawak,1
HRV,Croatia,Tedungan,Sarawak,2
HRV,Croatia,Telaga Harbour Park,Kedah,17
HRV,Croatia,Wang Kelian,Perlis,1
HRV,Croatia,Woodlands Train Checkpoint,Singapore,11
HTI,Haiti,Bangunan Sultan Iskandar,Johor,4
HTI,Haiti,Gelang Patah,Johor,20
HTI,Haiti,LTA Bayan Lepas,Pulau_Pinang,1
HTI,Haiti,LTA Ipoh,Perak,1
HTI,Haiti,LTA Kota Kinabalu,Sabah,1
HTI,Haiti,LTA Kuala Lumpur Terminal 1,Selangor,56
HTI,Haiti,LTA Kuala Lumpur Terminal 2,Selangor,55
HTI,Haiti,LTA Langkawi,Kedah,1
HTI,Haiti,Rantau Panjang,Kelantan,1
HUN,Hungary,Bangunan Sultan Iskandar,Johor,630
HUN,Hungary,Bukit Kayu Hitam,Kedah,93
HUN,Hungary,Dermaga Labuan,Labuan,2
HUN,Hungary,Dermaga Sandakan,Sabah,1
HUN,Hungary,Gelang Patah,Johor,1139
HUN,Hungary,Jeti Kuah Langkawi,Kedah,284
HUN,Hungary,Jeti Tioman,Pahang,1
HUN,Hungary,LT Miri,Sarawak,6
HUN,Hungary,LT Sandakan,Sabah,1
HUN,Hungary,LT Tawau,Sabah,1
HUN,Hungary,LTA Bayan Lepas,Pulau_Pinang,508
HUN,Hungary,LTA Ipoh,Perak,13
HUN,Hungary,LTA Kota Kinabalu,Sabah,189
HUN,Hungary,LTA Kuala Lumpur Terminal 1,Selangor,6698
HUN,Hungary,LTA Kuala Lumpur Terminal 2,Selangor,3409
HUN,Hungary,LTA Kuantan,Pahang,3
HUN,Hungary,LTA Kuching,Sarawak,105
HUN,Hungary,LTA Langkawi,Kedah,500
HUN,Hungary,LTA Subang Terminal 3,Selangor,21
HUN,Hungary,LTA Sultan Ismail Senai,Johor,19
HUN,Hungary,Padang Besar,Perlis,40
HUN,Hungary,Pandaruan,Sarawak,8
HUN,Hungary,Pejabat Imigresen Desaru Coast,Johor,8
HUN,Hungary,Pejabat Imigresen Port Swettenham,Selangor,5
HUN,Hungary,Pelabuhan Klang Barat - KMT,Selangor,14
HUN,Hungary,Pelabuhan Klang Barat - SCT,Selangor,39
HUN,Hungary,Pelabuhan Klang Utara,Selangor,2
HUN,Hungary,Pengkalan Hulu (Bukit Berapit),Perak,6
HUN,Hungary,Pengkalan Kubur,Kelantan,1
HUN,Hungary,Pos Imigresen Mengkalap,Sarawak,11
HUN,Hungary,Rantau Panjang,Kelantan,9
HUN,Hungary,Stulang Laut,Johor,2
HUN,Hungary,Sungai Tujuh,Sarawak,20
HUN,Hungary,Tebedu,Sarawak,4
HUN,Hungary,Tedungan,Sarawak,11
HUN,Hungary,Telaga Harbour Park,Kedah,264
HUN,Hungary,Terminal Feri Puteri Harbour,Johor,1
HUN,Hungary,Wang Kelian,Perlis,24
HUN,Hungary,Woodlands Train Checkpoint,Singapore,23
IDN,Indonesia,Bangunan Sultan Iskandar,Johor,369682
IDN,Indonesia,Batu Lintang,Sarawak,1
IDN,Indonesia,Biawak,Sarawak,218833
IDN,Indonesia,Bukit Kayu Hitam,Kedah,80043
IDN,Indonesia,Bunan Gega,Sarawak,63
IDN,Indonesia,Dermaga Kastam Limbang,Sarawak,6
IDN,Indonesia,Dermaga Kota Kinabalu,Sabah,13
IDN,Indonesia,Dermaga Labuan,Labuan,818
IDN,Indonesia,Dermaga Sandakan,Sabah,28
IDN,Indonesia,Dermaga Tanjung Manis,Sarawak,1
IDN,Indonesia,Dermaga Tawau,Sabah,90123
IDN,Indonesia,Gelang Patah,Johor,258403
IDN,Indonesia,ICQ Durian Burung,Kedah,374
IDN,Indonesia,ICQS Kudat,Sabah,4
IDN,Indonesia,Jeti Kuah Langkawi,Kedah,392
IDN,Indonesia,Jeti Kuala Perlis,Perlis,4
IDN,Indonesia,Jeti Kukup,Johor,195987
IDN,Indonesia,Jeti Menumbok,Sabah,1
IDN,Indonesia,Jeti Pasir Gudang,Johor,231320
IDN,Indonesia,Jeti Port Dickson,Negeri_Sembilan,138739
IDN,Indonesia,Jeti Tioman,Pahang,166
IDN,Indonesia,Kawasan Pelabuhan Sematan,Sarawak,212
IDN,Indonesia,Kerteh,Terengganu,1
IDN,Indonesia,LT Batu Berendam,Melaka,12526
IDN,Indonesia,LT Bintulu,Sarawak,394
IDN,Indonesia,LT Labuan,Labuan,16
IDN,Indonesia,LT Limbang,Sarawak,1
IDN,Indonesia,LT Miri,Sarawak,1202
IDN,Indonesia,LT Sandakan,Sabah,92
IDN,Indonesia,LT Sibu,Sarawak,174
IDN,Indonesia,LT Tawau,Sabah,782
IDN,Indonesia,LTA Bayan Lepas,Pulau_Pinang,636115
IDN,Indonesia,LTA Ipoh,Perak,1450
IDN,Indonesia,LTA Kota Kinabalu,Sabah,3418
IDN,Indonesia,LTA Kuala Lumpur Terminal 1,Selangor,879156
IDN,Indonesia,LTA Kuala Lumpur Terminal 2,Selangor,1120784
IDN,Indonesia,LTA Kuala Terengganu,Terengganu,6
IDN,Indonesia,LTA Kuantan,Pahang,135
IDN,Indonesia,LTA Kuching,Sarawak,23030
IDN,Indonesia,LTA Langkawi,Kedah,1763
IDN,Indonesia,LTA Subang Terminal 3,Selangor,19027
IDN,Indonesia,LTA Sultan Ismail,Kelantan,8
IDN,Indonesia,LTA Sultan Ismail Senai,Johor,73549
IDN,Indonesia,Linggi,Melaka,2
IDN,Indonesia,Lubok Antu,Sarawak,47648
IDN,Indonesia,Lumut,Perak,2
IDN,Indonesia,Merapok,Sabah,22
IDN,Indonesia,Padang Besar,Perlis,8549
IDN,Indonesia,Pandaruan,Sarawak,4689
IDN,Indonesia,Pasir Gudang,Johor,254
IDN,Indonesia,Pejabat Imigresen Desaru Coast,Johor,264
IDN,Indonesia,Pejabat Imigresen Port Swettenham,Selangor,109
IDN,Indonesia,Pelabuhan Batu Pahat,Johor,24
IDN,Indonesia,Pelabuhan Kemaman,Terengganu,18
IDN,Indonesia,Pelabuhan Klang Barat - KMT,Selangor,3185
IDN,Indonesia,Pelabuhan Klang Barat - SCT,Selangor,7136
IDN,Indonesia,Pelabuhan Klang Selatan - Jeti,Selangor,8866
IDN,Indonesia,Pelabuhan Klang Utara,Selangor,632
IDN,Indonesia,Pelabuhan Kuantan,Pahang,49
IDN,Indonesia,Pelabuhan Kuching,Sarawak,2
IDN,Indonesia,Pelabuhan Melaka,Melaka,97168
IDN,Indonesia,Pelabuhan Tanjung Pelepas,Johor,646
IDN,Indonesia,Pengkalan Hulu (Bukit Berapit),Perak,2453
IDN,Indonesia,Pengkalan Kubur,Kelantan,327
IDN,Indonesia,Pos Imigresen Bukit Bunga,Kelantan,77
IDN,Indonesia,Pos Imigresen Mengkalap,Sarawak,10012
IDN,Indonesia,Pos Kawalan Imigresen Muar,Johor,165258
IDN,Indonesia,Rantau Panjang,Kelantan,2599
IDN,Indonesia,Roro Labuan,Labuan,398
IDN,Indonesia,Sebana Resort Desaru,Johor,4
IDN,Indonesia,Stulang Laut,Johor,468743
IDN,Indonesia,Sungai Tujuh,Sarawak,46549
IDN,Indonesia,Tanjung Belungkor,Johor,178
IDN,Indonesia,Tanjung Lembung,Kedah,3
IDN,Indonesia,Tanjung Pengelih,Johor,41140
IDN,Indonesia,Tebedu,Sarawak,345915
IDN,Indonesia,Tedungan,Sarawak,10167
IDN,Indonesia,Telaga Harbour Park,Kedah,217
IDN,Indonesia,Terminal Feri Minyak Beku,Johor,16912
IDN,Indonesia,Terminal Feri Puteri Harbour,Johor,215974
IDN,Indonesia,Wang Kelian,Perlis,1013
IDN,Indonesia,Woodlands Train Checkpoint,Singapore,19611
IND,India,Bangunan Sultan Iskandar,Johor,193168
IND,India,Biawak,Sarawak,19
IND,India,Bukit Kayu Hitam,Kedah,3381
IND,India,Dermaga Bintulu,Sarawak,4
IND,India,Dermaga Labuan,Labuan,929
IND,India,Dermaga Sandakan,Sabah,2
IND,India,Dermaga Tawau,Sabah,36
IND,India,Gelang Patah,Johor,197571
IND,India,Jeti Kuah Langkawi,Kedah,87
IND,India,Jeti Kukup,Johor,47
IND,India,Jeti Pasir Gudang,Johor,121
IND,India,Jeti Port Dickson,Negeri_Sembilan,8
IND,India,Jeti Tioman,Pahang,16
IND,India,LT Batu Berendam,Melaka,2
IND,India,LT Bintulu,Sarawak,214
IND,India,LT Miri,Sarawak,627
IND,India,LT Sandakan,Sabah,25
IND,India,LT Sibu,Sarawak,35
IND,India,LT Tawau,Sabah,51
IND,India,LTA Bayan Lepas,Pulau_Pinang,20113
IND,India,LTA Ipoh,Perak,1659
IND,India,LTA Kota Kinabalu,Sabah,3581
IND,India,LTA Kuala Lumpur Terminal 1,Selangor,515147
IND,India,LTA Kuala Lumpur Terminal 2,Selangor,486319
IND,India,LTA Kuantan,Pahang,139
IND,India,LTA Kuching,Sarawak,1192
IND,India,LTA Langkawi,Kedah,15899
IND,India,LTA Subang Terminal 3,Selangor,2466
IND,India,LTA Sultan Ismail,Kelantan,4
IND,India,LTA Sultan Ismail Senai,Johor,613
IND,India,Linggi,Melaka,1
IND,India,Lubok Antu,Sarawak,1
IND,India,Merapok,Sabah,1
IND,India,Padang Besar,Perlis,878
IND,India,Pandaruan,Sarawak,563
IND,India,Pasir Gudang,Johor,97
IND,India,Pejabat Imigresen Desaru Coast,Johor,982
IND,India,Pejabat Imigresen Port Swettenham,Selangor,10
IND,India,Pelabuhan Kemaman,Terengganu,4
IND,India,Pelabuhan Klang Barat - KMT,Selangor,8909
IND,India,Pelabuhan Klang Barat - SCT,Selangor,18416
IND,India,Pelabuhan Klang Selatan - Jeti,Selangor,1
IND,India,Pelabuhan Klang Utara,Selangor,1164
IND,India,Pelabuhan Kuantan,Pahang,8
IND,India,Pelabuhan Melaka,Melaka,82
IND,India,Pelabuhan Tanjung Pelepas,Johor,2623
IND,India,Pengkalan Hulu (Bukit Berapit),Perak,6027
IND,India,Pengkalan Kubur,Kelantan,5
IND,India,Pos Imigresen Bukit Bunga,Kelantan,1
IND,India,Pos Imigresen Mengkalap,Sarawak,1633
IND,India,Rantau Panjang,Kelantan,111
IND,India,Roro Labuan,Labuan,142
IND,India,Stulang Laut,Johor,1144
IND,India,Sungai Tujuh,Sarawak,12202
IND,India,Tanjung Belungkor,Johor,97
IND,India,Tanjung Lembung,Kedah,1
IND,India,Tanjung Pengelih,Johor,331
IND,India,Tebedu,Sarawak,48
IND,India,Tedungan,Sarawak,3096
IND,India,Telaga Harbour Park,Kedah,54
IND,India,Terminal Feri Puteri Harbour,Johor,187
IND,India,Wang Kelian,Perlis,140
IND,India,Woodlands Train Checkpoint,Singapore,4150
IOT,British Indian Ocean Territory (Chagos Archipelago),LTA Bayan Lepas,Pulau_Pinang,3
IOT,British Indian Ocean Territory (Chagos Archipelago),LTA Kuala Lumpur Terminal 1,Selangor,1
IOT,British Indian Ocean Territory (Chagos Archipelago),LTA Kuala Lumpur Terminal 2,Selangor,1
IRL,Ireland,Bangunan Sultan Iskandar,Johor,2092
IRL,Ireland,Bukit Kayu Hitam,Kedah,343
IRL,Ireland,Dermaga Kota Kinabalu,Sabah,2
IRL,Ireland,Dermaga Labuan,Labuan,14
IRL,Ireland,Gelang Patah,Johor,3199
IRL,Ireland,ICQS Kudat,Sabah,1
IRL,Ireland,Jeti Kuah Langkawi,Kedah,239
IRL,Ireland,Jeti Pasir Gudang,Johor,3
IRL,Ireland,Jeti Port Dickson,Negeri_Sembilan,1
IRL,Ireland,Jeti Tioman,Pahang,1
IRL,Ireland,LT Bintulu,Sarawak,2
IRL,Ireland,LT Miri,Sarawak,44
IRL,Ireland,LT Sandakan,Sabah,6
IRL,Ireland,LT Tawau,Sabah,3
IRL,Ireland,LTA Bayan Lepas,Pulau_Pinang,1966
IRL,Ireland,LTA Ipoh,Perak,130
IRL,Ireland,LTA Kota Kinabalu,Sabah,390
IRL,Ireland,LTA Kuala Lumpur Terminal 1,Selangor,16851
IRL,Ireland,LTA Kuala Lumpur Terminal 2,Selangor,8569
IRL,Ireland,LTA Kuala Terengganu,Terengganu,2
IRL,Ireland,LTA Kuantan,Pahang,14
IRL,Ireland,LTA Kuching,Sarawak,184
IRL,Ireland,LTA Langkawi,Kedah,656
IRL,Ireland,LTA Subang Terminal 3,Selangor,216
IRL,Ireland,LTA Sultan Ismail,Kelantan,1
IRL,Ireland,LTA Sultan Ismail Senai,Johor,60
IRL,Ireland,Lumut,Perak,2
IRL,Ireland,Padang Besar,Perlis,200
IRL,Ireland,Pandaruan,Sarawak,19
IRL,Ireland,Pasir Gudang,Johor,5
IRL,Ireland,Pejabat Imigresen Desaru Coast,Johor,133
IRL,Ireland,Pejabat Imigresen Port Swettenham,Selangor,2
IRL,Ireland,Pelabuhan Klang Barat - KMT,Selangor,8
IRL,Ireland,Pelabuhan Klang Barat - SCT,Selangor,25
IRL,Ireland,Pelabuhan Klang Utara,Selangor,7
IRL,Ireland,Pengkalan Hulu (Bukit Berapit),Perak,24
IRL,Ireland,Pengkalan Kubur,Kelantan,1
IRL,Ireland,Pos Imigresen Mengkalap,Sarawak,38
IRL,Ireland,Rantau Panjang,Kelantan,16
IRL,Ireland,Roro Labuan,Labuan,5
IRL,Ireland,Stulang Laut,Johor,6
IRL,Ireland,Sungai Tujuh,Sarawak,280
IRL,Ireland,Tanjung Belungkor,Johor,11
IRL,Ireland,Tanjung Lembung,Kedah,4
IRL,Ireland,Tanjung Pengelih,Johor,24
IRL,Ireland,Tebedu,Sarawak,6
IRL,Ireland,Tedungan,Sarawak,119
IRL,Ireland,Telaga Harbour Park,Kedah,273
IRL,Ireland,Terminal Feri Puteri Harbour,Johor,8
IRL,Ireland,Wang Kelian,Perlis,115
IRL,Ireland,Woodlands Train Checkpoint,Singapore,135
IRN,Iran,Bangunan Sultan Iskandar,Johor,915
IRN,Iran,Bukit Kayu Hitam,Kedah,96
IRN,Iran,Dermaga Labuan,Labuan,1
IRN,Iran,Dermaga Tawau,Sabah,1
IRN,Iran,Gelang Patah,Johor,3183
IRN,Iran,Jeti Kuah Langkawi,Kedah,8
IRN,Iran,Jeti Pasir Gudang,Johor,3
IRN,Iran,LT Bintulu,Sarawak,3
IRN,Iran,LT Miri,Sarawak,8
IRN,Iran,LT Sandakan,Sabah,2
IRN,Iran,LT Tawau,Sabah,1
IRN,Iran,LTA Bayan Lepas,Pulau_Pinang,135
IRN,Iran,LTA Kota Kinabalu,Sabah,45
IRN,Iran,LTA Kuala Lumpur Terminal 1,Selangor,32034
IRN,Iran,LTA Kuala Lumpur Terminal 2,Selangor,4611
IRN,Iran,LTA Kuching,Sarawak,14
IRN,Iran,LTA Langkawi,Kedah,92
IRN,Iran,LTA Subang Terminal 3,Selangor,16
IRN,Iran,LTA Sultan Ismail Senai,Johor,9
IRN,Iran,Padang Besar,Perlis,74
IRN,Iran,Pandaruan,Sarawak,2
IRN,Iran,Pasir Gudang,Johor,3
IRN,Iran,Pejabat Imigresen Desaru Coast,Johor,5
IRN,Iran,Pelabuhan Klang Barat - KMT,Selangor,29
IRN,Iran,Pelabuhan Klang Barat - SCT,Selangor,29
IRN,Iran,Pelabuhan Klang Utara,Selangor,3
IRN,Iran,Pelabuhan Tanjung Pelepas,Johor,21
IRN,Iran,Pengkalan Hulu (Bukit Berapit),Perak,3
IRN,Iran,Pos Imigresen Mengkalap,Sarawak,16
IRN,Iran,Rantau Panjang,Kelantan,3
IRN,Iran,Stulang Laut,Johor,5
IRN,Iran,Sungai Tujuh,Sarawak,53
IRN,Iran,Tedungan,Sarawak,5
IRN,Iran,Telaga Harbour Park,Kedah,4
IRN,Iran,Terminal Feri Puteri Harbour,Johor,5
IRN,Iran,Wang Kelian,Perlis,6
IRN,Iran,Woodlands Train Checkpoint,Singapore,34
IRQ,Iraq,Bangunan Sultan Iskandar,Johor,158
IRQ,Iraq,Bukit Kayu Hitam,Kedah,10
IRQ,Iraq,Dermaga Tawau,Sabah,1
IRQ,Iraq,Gelang Patah,Johor,437
IRQ,Iraq,Jeti Kuah Langkawi,Kedah,1
IRQ,Iraq,Jeti Pasir Gudang,Johor,4
IRQ,Iraq,Jeti Tioman,Pahang,1
IRQ,Iraq,LT Bintulu,Sarawak,1
IRQ,Iraq,LTA Bayan Lepas,Pulau_Pinang,59
IRQ,Iraq,LTA Ipoh,Perak,1
IRQ,Iraq,LTA Kota Kinabalu,Sabah,5
IRQ,Iraq,LTA Kuala Lumpur Terminal 1,Selangor,21041
IRQ,Iraq,LTA Kuala Lumpur Terminal 2,Selangor,2230
IRQ,Iraq,LTA Kuching,Sarawak,3
IRQ,Iraq,LTA Langkawi,Kedah,31
IRQ,Iraq,LTA Subang Terminal 3,Selangor,4
IRQ,Iraq,LTA Sultan Ismail Senai,Johor,7
IRQ,Iraq,Padang Besar,Perlis,3
IRQ,Iraq,Pelabuhan Klang Barat - KMT,Selangor,2
IRQ,Iraq,Pelabuhan Melaka,Melaka,4
IRQ,Iraq,Pos Imigresen Mengkalap,Sarawak,4
IRQ,Iraq,Rantau Panjang,Kelantan,1
IRQ,Iraq,Stulang Laut,Johor,5
IRQ,Iraq,Sungai Tujuh,Sarawak,9
IRQ,Iraq,Tedungan,Sarawak,4
IRQ,Iraq,Woodlands Train Checkpoint,Singapore,5
ISL,Iceland,Bangunan Sultan Iskandar,Johor,88
ISL,Iceland,Bukit Kayu Hitam,Kedah,20
ISL,Iceland,Gelang Patah,Johor,43
ISL,Iceland,Jeti Kuah Langkawi,Kedah,11
ISL,Iceland,Jeti Pasir Gudang,Johor,1
ISL,Iceland,LT Miri,Sarawak,5
ISL,Iceland,LT Sandakan,Sabah,45
ISL,Iceland,LTA Bayan Lepas,Pulau_Pinang,32
ISL,Iceland,LTA Ipoh,Perak,13
ISL,Iceland,LTA Kota Kinabalu,Sabah,8
ISL,Iceland,LTA Kuala Lumpur Terminal 1,Selangor,484
ISL,Iceland,LTA Kuala Lumpur Terminal 2,Selangor,229
ISL,Iceland,LTA Kuching,Sarawak,9
ISL,Iceland,LTA Langkawi,Kedah,1
ISL,Iceland,LTA Sultan Ismail Senai,Johor,23
ISL,Iceland,Lumut,Perak,2
ISL,Iceland,Padang Besar,Perlis,2
ISL,Iceland,Rantau Panjang,Kelantan,1
ISL,Iceland,Roro Labuan,Labuan,5
ISL,Iceland,Sungai Tujuh,Sarawak,12
ISL,Iceland,Telaga Harbour Park,Kedah,8
ISL,Iceland,Wang Kelian,Perlis,9
ISL,Iceland,Woodlands Train Checkpoint,Singapore,3
ISR,Israel,LTA Bayan Lepas,Pulau_Pinang,8
ITA,Italy,Bangunan Sultan Iskandar,Johor,5968
ITA,Italy,Biawak,Sarawak,4
ITA,Italy,Bukit Kayu Hitam,Kedah,666
ITA,Italy,Dermaga Kota Kinabalu,Sabah,4
ITA,Italy,Dermaga Labuan,Labuan,36
ITA,Italy,Dermaga Tawau,Sabah,24
ITA,Italy,Gelang Patah,Johor,6837
ITA,Italy,ICQ Durian Burung,Kedah,3
ITA,Italy,Jeti Kuah Langkawi,Kedah,956
ITA,Italy,Jeti Pasir Gudang,Johor,7
ITA,Italy,Jeti Port Dickson,Negeri_Sembilan,5
ITA,Italy,Jeti Tioman,Pahang,6
ITA,Italy,LT Bintulu,Sarawak,9
ITA,Italy,LT Labuan,Labuan,1
ITA,Italy,LT Miri,Sarawak,51
ITA,Italy,LT Sandakan,Sabah,20
ITA,Italy,LT Sibu,Sarawak,2
ITA,Italy,LT Tawau,Sabah,26
ITA,Italy,LTA Bayan Lepas,Pulau_Pinang,2397
ITA,Italy,LTA Ipoh,Perak,130
ITA,Italy,LTA Kota Kinabalu,Sabah,663
ITA,Italy,LTA Kuala Lumpur Terminal 1,Selangor,44577
ITA,Italy,LTA Kuala Lumpur Terminal 2,Selangor,19922
ITA,Italy,LTA Kuantan,Pahang,19
ITA,Italy,LTA Kuching,Sarawak,980
ITA,Italy,LTA Langkawi,Kedah,1361
ITA,Italy,LTA Subang Terminal 3,Selangor,515
ITA,Italy,LTA Sultan Ismail,Kelantan,3
ITA,Italy,LTA Sultan Ismail Senai,Johor,141
ITA,Italy,Lubok Antu,Sarawak,1
ITA,Italy,Padang Besar,Perlis,382
ITA,Italy,Pandaruan,Sarawak,22
ITA,Italy,Pasir Gudang,Johor,3
ITA,Italy,Pejabat Imigresen Desaru Coast,Johor,58
ITA,Italy,Pejabat Imigresen Port Swettenham,Selangor,9
