country,poe,state,Total_Arrivals
MNG,Terminal Feri Puteri Harbour,Johor,9
GRD,LTA Langkawi,Kedah,9
GBR,LTA Sultan Ismail,Kelantan,9
UZB,Rantau Panjang,Kelantan,9
UGA,Pelabuhan Klang Barat - SCT,Selangor,9
TUR,Pandaruan,Sarawak,9
JOR,Stulang Laut,Johor,9
JOR,Woodlands Train Checkpoint,Singapore,9
BEL,Pengkalan Kubur,Kelantan,9
NOR,Pasir Gudang,Johor,9
NOR,Pelabuhan Klang Barat - SCT,Selangor,9
MUS,Tanjung Pengelih,Johor,9
AUT,Tedungan,Sarawak,9
XXX,Dermaga Labuan,Labuan,9
MMR,Tebedu,Sarawak,9
ZAF,Pasir Gudang,Johor,9
DNK,Jeti Pasir Gudang,Johor,9
VNM,Jeti Kukup,Johor,9
PER,Woodlands Train Checkpoint,Singapore,9
PHL,LTA Sultan Ismail,Kelantan,9
ESP,LTA Kuantan,Pahang,9
DEU,ICQS Kudat,Sabah,9
TUR,LT Tawau,Sabah,9
YEM,Tebedu,Sarawak,9
HKG,LTA Sultan Ismail Senai,Johor,9
DZA,Pos Imigresen Mengkalap,Sarawak,9
UZB,Pelabuhan Klang Barat - KMT,Selangor,9
PRT,Tedungan,Sarawak,9
CHN,Lubok Antu,Sarawak,9
TTO,LTA Langkawi,Kedah,9
URY,LTA Kuching,Sarawak,9
URY,LTA Langkawi,Kedah,9
ESP,Roro Labuan,Labuan,9
JAM,LTA Langkawi,Kedah,9
ITA,Pengkalan Hulu (Bukit Berapit),Perak,9
VNM,LTA Kuantan,Pahang,9
SDN,Tedungan,Sarawak,9
QAT,LTA Subang Terminal 3,Selangor,9
CAN,Pelabuhan Melaka,Melaka,9
TZA,LTA Kota Kinabalu,Sabah,9
NLD,LT Bintulu,Sarawak,9
SVN,Sungai Tujuh,Sarawak,9
NLD,LTA Sultan Ismail,Kelantan,9
CAN,Dermaga Tawau,Sabah,9
HUN,Rantau Panjang,Kelantan,9
PLW,Bangunan Sultan Iskandar,Johor,9
BHR,Bukit Kayu Hitam,Kedah,9
UKR,Terminal Feri Puteri Harbour,Johor,9
BRA,Terminal Feri Puteri Harbour,Johor,9
NZL,Lumut,Perak,9
IRN,LTA Sultan Ismail Senai,Johor,9
BEL,Tedungan,Sarawak,9
FIN,Tanjung Pengelih,Johor,9
BEL,Jeti Tioman,Pahang,9
POL,LT Bintulu,Sarawak,9
BHR,Pelabuhan Klang Barat - SCT,Selangor,9
ALB,LTA Langkawi,Kedah,9
SYR,LTA Kota Kinabalu,Sabah,9
TZA,LTA Langkawi,Kedah,9
URY,Telaga Harbour Park,Kedah,9
PRK,LTA Kuala Lumpur Terminal 1,Selangor,9
PRT,Dermaga Labuan,Labuan,9
KEN,Padang Besar,Perlis,9
PHL,ICQ Durian Burung,Kedah,9
ISL,LTA Kuching,Sarawak,9
SLE,LTA Bayan Lepas,Pulau_Pinang,9
AFG,Bangunan Sultan Iskandar,Johor,8
OMN,Rantau Panjang,Kelantan,8
SWE,LTA Sultan Ismail,Kelantan,8
ARE,LTA Sultan Ismail Senai,Johor,8
OMN,LTA Kuching,Sarawak,8
NZL,Pelabuhan Klang Utara,Selangor,8
AND,Gelang Patah,Johor,8
OMN,Pelabuhan Klang Barat - KMT,Selangor,8
SWE,LTA Kuantan,Pahang,8
MHL,Gelang Patah,Johor,8
MHL,Bangunan Sultan Iskandar,Johor,8
DNK,Pandaruan,Sarawak,8
BTN,LTA Sultan Ismail Senai,Johor,8
PAK,Dermaga Tawau,Sabah,8
GIN,Padang Besar,Perlis,8
BRN,Telaga Harbour Park,Kedah,8
TWN,Jeti Tioman,Pahang,8
SVN,Dermaga Labuan,Labuan,8
SVK,LTA Sultan Ismail Senai,Johor,8
DZA,LTA Subang Terminal 3,Selangor,8
NRU,LTA Kuala Lumpur Terminal 2,Selangor,8
DNK,Tanjung Belungkor,Johor,8
KHM,Jeti Kukup,Johor,8
VNM,LT Sandakan,Sabah,8
PAK,LTA Kuantan,Pahang,8
XXX,Pejabat Imigresen Desaru Coast,Johor,8
GIN,Bukit Kayu Hitam,Kedah,8
STP,LTA Kuala Lumpur Terminal 2,Selangor,8
CUB,LTA Bayan Lepas,Pulau_Pinang,8
SLB,Biawak,Sarawak,8
LBN,LTA Kuching,Sarawak,8
EGY,Wang Kelian,Perlis,8
TUR,Pengkalan Kubur,Kelantan,8
UZB,Stulang Laut,Johor,8
LBY,Bukit Kayu Hitam,Kedah,8
TUR,Pelabuhan Melaka,Melaka,8
TLS,LTA Subang Terminal 3,Selangor,8
SOM,Bangunan Sultan Iskandar,Johor,8
PER,Telaga Harbour Park,Kedah,8
ATG,LTA Langkawi,Kedah,8
HUN,Pejabat Imigresen Desaru Coast,Johor,8
SLV,LTA Kota Kinabalu,Sabah,8
HUN,Pandaruan,Sarawak,8
THA,Pelabuhan Kemaman,Terengganu,8
MLT,Jeti Kuah Langkawi,Kedah,8
MAR,LTA Subang Terminal 3,Selangor,8
TLS,Pelabuhan Klang Barat - SCT,Selangor,8
PAN,LTA Subang Terminal 3,Selangor,8
UKR,LTA Kuantan,Pahang,8
ECU,Bukit Kayu Hitam,Kedah,8
GHA,Pelabuhan Tanjung Pelepas,Johor,8
GHA,Sungai Tujuh,Sarawak,8
ARM,LTA Kota Kinabalu,Sabah,8
UGA,LTA Kota Kinabalu,Sabah,8
MMR,LT Tawau,Sabah,8
BHR,Wang Kelian,Perlis,8
SLB,Lubok Antu,Sarawak,8
SLB,LT Miri,Sarawak,8
YEM,LTA Kuching,Sarawak,8
EGY,Pelabuhan Klang Barat - SCT,Selangor,8
KEN,LTA Subang Terminal 3,Selangor,8
KAZ,Pos Imigresen Mengkalap,Sarawak,8
LKA,Rantau Panjang,Kelantan,8
IRN,LT Miri,Sarawak,8
RUS,LTA Sultan Ismail,Kelantan,8
ISL,LTA Kota Kinabalu,Sabah,8
UKR,Tedungan,Sarawak,8
TKM,LTA Kota Kinabalu,Sabah,8
CHE,LT Sibu,Sarawak,8
ROU,Pejabat Imigresen Desaru Coast,Johor,8
ZWE,LTA Kuching,Sarawak,8
GRC,Pasir Gudang,Johor,8
GRC,LTA Ipoh,Perak,8
AGO,LTA Kuala Lumpur Terminal 2,Selangor,8
COL,Pejabat Imigresen Desaru Coast,Johor,8
GRC,Sungai Tujuh,Sarawak,8
GTM,LTA Subang Terminal 3,Selangor,8
GUY,Gelang Patah,Johor,8
BGD,LT Bintulu,Sarawak,8
RUS,LT Tawau,Sabah,8
LTU,Pasir Gudang,Johor,8
TWN,Pelabuhan Tanjung Pelepas,Johor,8
RUS,LT Sibu,Sarawak,8
IRN,Jeti Kuah Langkawi,Kedah,8
CHL,Pelabuhan Klang Barat - SCT,Selangor,8
ISR,LTA Bayan Lepas,Pulau_Pinang,8
ZAF,LTA Kuantan,Pahang,8
SEN,LTA Bayan Lepas,Pulau_Pinang,8
TUN,Woodlands Train Checkpoint,Singapore,8
IND,Pelabuhan Kuantan,Pahang,8
JAM,LTA Kota Kinabalu,Sabah,8
NGA,Bukit Kayu Hitam,Kedah,8
IRL,Pelabuhan Klang Barat - KMT,Selangor,8
URY,LTA Kota Kinabalu,Sabah,8
MNG,LTA Kuching,Sarawak,8
BGR,LTA Sultan Ismail Senai,Johor,8
AUT,Terminal Feri Puteri Harbour,Johor,8
SDN,LTA Sultan Ismail Senai,Johor,8
LVA,Pelabuhan Klang Barat - SCT,Selangor,8
AUT,Pelabuhan Melaka,Melaka,8
LVA,Pasir Gudang,Johor,8
AZE,LTA Kota Kinabalu,Sabah,8
JOR,LTA Kuching,Sarawak,8
UKR,Pengkalan Hulu (Bukit Berapit),Perak,8
TUN,LTA Subang Terminal 3,Selangor,8
TUN,Padang Besar,Perlis,8
PRT,Pandaruan,Sarawak,8
JOR,Sungai Tujuh,Sarawak,8
MMR,Pelabuhan Kuantan,Pahang,8
ESP,LT Tawau,Sabah,8
IDN,LTA Sultan Ismail,Kelantan,8
LVA,Roro Labuan,Labuan,8
THA,Tanjung Belungkor,Johor,8
IND,Jeti Port Dickson,Negeri_Sembilan,8
POL,Pelabuhan Kuantan,Pahang,8
JPN,Dermaga Kota Kinabalu,Sabah,8
LBN,LTA Sultan Ismail Senai,Johor,8
LBN,Stulang Laut,Johor,8
ISL,Telaga Harbour Park,Kedah,8
MNG,Rantau Panjang,Kelantan,8
FIN,LT Sibu,Sarawak,8
LUX,Padang Besar,Perlis,8
IRL,Terminal Feri Puteri Harbour,Johor,8
EST,LT Sandakan,Sabah,8
AUS,Pelabuhan Kuantan,Pahang,7
MAC,Pengkalan Hulu (Bukit Berapit),Perak,7
LBN,Tedungan,Sarawak,7
POL,Tanjung Pengelih,Johor,7
CHN,Pelabuhan Kuantan,Pahang,7
CAN,Pelabuhan Klang Utara,Selangor,7
LBN,LTA Subang Terminal 3,Selangor,7
AUS,Pelabuhan Kuching,Sarawak,7
PNG,Tebedu,Sarawak,7
EGY,Telaga Harbour Park,Kedah,7
KWT,Padang Besar,Perlis,7
DMA,LTA Kota Kinabalu,Sabah,7
NOR,Tanjung Belungkor,Johor,7
KGZ,LTA Kota Kinabalu,Sabah,7
MAR,Wang Kelian,Perlis,7
MAR,Telaga Harbour Park,Kedah,7
CMR,LTA Langkawi,Kedah,7
COL,LTA Ipoh,Perak,7
EGY,Tebedu,Sarawak,7
EGY,Tanjung Pengelih,Johor,7
AUS,LT Batu Berendam,Melaka,7
PHL,Jeti Port Dickson,Negeri_Sembilan,7
PLW,Gelang Patah,Johor,7
EGY,Pelabuhan Melaka,Melaka,7
PAK,Pejabat Imigresen Port Swettenham,Selangor,7
KWT,Woodlands Train Checkpoint,Singapore,7
KHM,Tanjung Pengelih,Johor,7
OMN,Wang Kelian,Perlis,7
GNB,LTA Kuala Lumpur Terminal 1,Selangor,7
XXX,Pelabuhan Klang Barat - SCT,Selangor,7
SVN,Pelabuhan Klang Barat - SCT,Selangor,7
DNK,Jeti Port Dickson,Negeri_Sembilan,7
KOR,LT Batu Berendam,Melaka,7
SWE,LT Sandakan,Sabah,7
ZWE,LTA Subang Terminal 3,Selangor,7
ZMB,LTA Langkawi,Kedah,7
DNK,Pengkalan Hulu (Bukit Berapit),Perak,7
ZMB,Sungai Tujuh,Sarawak,7
UKR,Biawak,Sarawak,7
NZL,Pelabuhan Kuantan,Pahang,7
ARE,Padang Besar,Perlis,7
OMN,LT Miri,Sarawak,7
HRV,Rantau Panjang,Kelantan,7
CRI,LTA Langkawi,Kedah,7
SVK,Pelabuhan Klang Barat - KMT,Selangor,7
KHM,LT Tawau,Sabah,7
PAK,Pos Kawalan Imigresen Muar,Johor,7
XXX,Telaga Harbour Park,Kedah,7
KHM,Lubok Antu,Sarawak,7
GIN,Rantau Panjang,Kelantan,7
EGY,Dermaga Labuan,Labuan,7
CIV,Bangunan Sultan Iskandar,Johor,7
BRA,LT Bintulu,Sarawak,7
EGY,Biawak,Sarawak,7
TLS,Tebedu,Sarawak,7
GHA,LTA Langkawi,Kedah,7
POL,Terminal Feri Puteri Harbour,Johor,7
SEN,LTA Langkawi,Kedah,7
PRY,LTA Kota Kinabalu,Sabah,7
PRT,Terminal Feri Puteri Harbour,Johor,7
MNG,Pejabat Imigresen Desaru Coast,Johor,7
ITA,Jeti Pasir Gudang,Johor,7
MNG,Pelabuhan Klang Barat - SCT,Selangor,7
IRL,Pelabuhan Klang Utara,Selangor,7
BEL,Terminal Feri Puteri Harbour,Johor,7
MNE,Gelang Patah,Johor,7
TLS,LTA Kota Kinabalu,Sabah,7
TLS,Dermaga Tawau,Sabah,7
FIN,Pelabuhan Klang Utara,Selangor,7
CYP,LTA Kota Kinabalu,Sabah,7
NLD,Jeti Tioman,Pahang,7
ESP,Pejabat Imigresen Port Swettenham,Selangor,7
TUN,Tedungan,Sarawak,7
ESP,LTA Sultan Ismail,Kelantan,7
FJI,Stulang Laut,Johor,7
BEL,Pelabuhan Melaka,Melaka,7
SAU,Pelabuhan Klang Barat - SCT,Selangor,7
FJI,LTA Ipoh,Perak,7
FJI,LTA Langkawi,Kedah,7
SAU,Pejabat Imigresen Desaru Coast,Johor,7
YEM,Pos Imigresen Mengkalap,Sarawak,7
AUT,Pandaruan,Sarawak,7
JOR,Pejabat Imigresen Desaru Coast,Johor,7
AUT,Dermaga Tawau,Sabah,7
AUT,LT Sandakan,Sabah,7
FRA,Pelabuhan Klang Utara,Selangor,7
CHE,Jeti Port Dickson,Negeri_Sembilan,7
PSE,Stulang Laut,Johor,7
PSE,Rantau Panjang,Kelantan,7
VUT,LTA Subang Terminal 3,Selangor,7
NAM,LTA Ipoh,Perak,7
EST,Pengkalan Kubur,Kelantan,7
RUS,Roro Labuan,Labuan,7
LKA,Pandaruan,Sarawak,7
TUR,Jeti Port Dickson,Negeri_Sembilan,7
CHE,Pejabat Imigresen Port Swettenham,Selangor,7
CHL,LTA Sultan Ismail Senai,Johor,7
CYP,LTA Sultan Ismail Senai,Johor,7
TKM,LTA Bayan Lepas,Pulau_Pinang,7
LTU,Rantau Panjang,Kelantan,7
LIE,Jeti Kuah Langkawi,Kedah,7
DEU,LT Bintulu,Sarawak,7
DEU,LT Batu Berendam,Melaka,7
PSE,Bukit Kayu Hitam,Kedah,7
ROU,Stulang Laut,Johor,7
TUR,LT Bintulu,Sarawak,7
RUS,Dermaga Tawau,Sabah,7
ROU,Pandaruan,Sarawak,7
IRQ,LTA Sultan Ismail Senai,Johor,7
LTU,Pelabuhan Klang Barat - SCT,Selangor,7
XXX,Jeti Kuah Langkawi,Kedah,7
MUS,LTA Kuching,Sarawak,7
NAM,LTA Bayan Lepas,Pulau_Pinang,7
ETH,LTA Kuching,Sarawak,7
KOR,ICQ Durian Burung,Kedah,7
SYC,Sungai Tujuh,Sarawak,7
GRD,LTA Kota Kinabalu,Sabah,7
GRC,Pandaruan,Sarawak,7
SYR,Padang Besar,Perlis,7
SWE,Pasir Gudang,Johor,7
MDG,Bukit Kayu Hitam,Kedah,7
GRC,Rantau Panjang,Kelantan,7
GNQ,LTA Kuala Lumpur Terminal 2,Selangor,6
DOM,LTA Subang Terminal 3,Selangor,6
BRB,Bangunan Sultan Iskandar,Johor,6
KNA,LTA Subang Terminal 3,Selangor,6
KOR,Dermaga Bintulu,Sarawak,6
IRN,Wang Kelian,Perlis,6
MUS,Pengkalan Hulu (Bukit Berapit),Perak,6
MUS,Wang Kelian,Perlis,6
BEN,Bangunan Sultan Iskandar,Johor,6
ETH,LTA Bayan Lepas,Pulau_Pinang,6
LSO,Bangunan Sultan Iskandar,Johor,6
XXX,Rantau Panjang,Kelantan,6
DNK,ICQS Kudat,Sabah,6
MEX,Stulang Laut,Johor,6
MEX,Tanjung Pengelih,Johor,6
HND,Woodlands Train Checkpoint,Singapore,6
NPL,Pelabuhan Klang Utara,Selangor,6
CAF,LTA Kuala Lumpur Terminal 1,Selangor,6
BTN,Bukit Kayu Hitam,Kedah,6
KHM,LT Batu Berendam,Melaka,6
CRI,LTA Subang Terminal 3,Selangor,6
COD,Gelang Patah,Johor,6
USA,Lubok Antu,Sarawak,6
SUR,Padang Besar,Perlis,6
MUS,LTA Sultan Ismail Senai,Johor,6
IRL,Stulang Laut,Johor,6
HUN,Pengkalan Hulu (Bukit Berapit),Perak,6
HUN,LT Miri,Sarawak,6
PAK,Telaga Harbour Park,Kedah,6
KGZ,Woodlands Train Checkpoint,Singapore,6
XXX,Pandaruan,Sarawak,6
UGA,Pelabuhan Klang Barat - KMT,Selangor,6
XXX,Roro Labuan,Labuan,6
BRA,Dermaga Labuan,Labuan,6
TON,LTA Sultan Ismail Senai,Johor,6
TTO,LTA Kota Kinabalu,Sabah,6
BEN,LTA Langkawi,Kedah,6
EST,Woodlands Train Checkpoint,Singapore,6
BGD,Roro Labuan,Labuan,6
TUR,Jeti Pasir Gudang,Johor,6
LKA,Pasir Gudang,Johor,6
DEU,Dermaga Kota Kinabalu,Sabah,6
SRB,LTA Subang Terminal 3,Selangor,6
TLS,Tedungan,Sarawak,6
BWA,Bukit Kayu Hitam,Kedah,6
BOL,LT Miri,Sarawak,6
MAR,Terminal Feri Puteri Harbour,Johor,6
ARM,Bukit Kayu Hitam,Kedah,6
GBR,Pelabuhan Kuching,Sarawak,6
SGP,Terminal Feri Minyak Beku,Johor,6
BHR,Padang Besar,Perlis,6
NOR,Tedungan,Sarawak,6
NOR,Pelabuhan Klang Barat - KMT,Selangor,6
NOR,LT Sandakan,Sabah,6
KAZ,LT Miri,Sarawak,6
VEN,Tedungan,Sarawak,6
GEO,Padang Besar,Perlis,6
GHA,LTA Kota Kinabalu,Sabah,6
CHE,LT Tawau,Sabah,6
PSE,LTA Kota Kinabalu,Sabah,6
BGR,Pelabuhan Kuantan,Pahang,6
IRL,Tebedu,Sarawak,6
ZAF,Jeti Tioman,Pahang,6
CAN,LT Batu Berendam,Melaka,6
XXX,LT Tawau,Sabah,6
LAO,Pos Imigresen Mengkalap,Sarawak,6
LAO,LTA Ipoh,Perak,6
EGY,Pengkalan Kubur,Kelantan,6
BIH,LTA Kota Kinabalu,Sabah,6
USA,Jeti Port Dickson,Negeri_Sembilan,6
MLT,Padang Besar,Perlis,6
IDN,Dermaga Kastam Limbang,Sarawak,6
NIC,LTA Bayan Lepas,Pulau_Pinang,6
NGA,LTA Kota Kinabalu,Sabah,6
NGA,LTA Subang Terminal 3,Selangor,6
ITA,Jeti Tioman,Pahang,6
PRT,Stulang Laut,Johor,6
URY,LTA Subang Terminal 3,Selangor,6
MOZ,LTA Bayan Lepas,Pulau_Pinang,6
MNG,LTA Ipoh,Perak,6
CHN,Pos Imigresen Bukit Bunga,Kelantan,6
POL,LTA Sultan Ismail,Kelantan,6
POL,Jeti Tioman,Pahang,6
BHS,Bangunan Sultan Iskandar,Johor,6
JPN,Dermaga Bintulu,Sarawak,6
CAN,ICQ Durian Burung,Kedah,6
ESP,Pos Imigresen Bukit Bunga,Kelantan,6
TUN,Sungai Tujuh,Sarawak,6
TLS,LTA Kuching,Sarawak,6
CHL,Woodlands Train Checkpoint,Singapore,6
FJI,LTA Subang Terminal 3,Selangor,6
SDN,Pos Imigresen Mengkalap,Sarawak,6
IDN,LTA Kuala Terengganu,Terengganu,6
FRA,Pelabuhan Tanjung Pelepas,Johor,6
AUT,Tebedu,Sarawak,6
BGR,Woodlands Train Checkpoint,Singapore,6
LBN,Terminal Feri Puteri Harbour,Johor,6
TZA,LTA Bayan Lepas,Pulau_Pinang,6
DEU,Lumut,Perak,6
AUS,LTA Sultan Ismail,Kelantan,6
UZB,Pelabuhan Klang Barat - SCT,Selangor,6
UZB,Sungai Tujuh,Sarawak,6
IRL,LT Sandakan,Sabah,6
FIN,Terminal Feri Puteri Harbour,Johor,6
FRA,LT Bintulu,Sarawak,6
ZAF,LT Tawau,Sabah,6
JOR,LT Tawau,Sabah,6
VAT,LTA Kuala Lumpur Terminal 2,Selangor,6
GBR,ICQS Kudat,Sabah,6
ALB,Bukit Kayu Hitam,Kedah,6
GRC,Tanjung Pengelih,Johor,6
COL,Woodlands Train Checkpoint,Singapore,6
GRC,Pejabat Imigresen Port Swettenham,Selangor,6
SYR,Pasir Gudang,Johor,6
ARE,Bukit Kayu Hitam,Kedah,6
SVN,Dermaga Tawau,Sabah,6
NRU,Bangunan Sultan Iskandar,Johor,6
UKR,LT Bintulu,Sarawak,6
KHM,Terminal Feri Puteri Harbour,Johor,6
VUT,LTA Langkawi,Kedah,5
COM,Gelang Patah,Johor,5
GNB,Gelang Patah,Johor,5
SWE,Pelabuhan Tanjung Pelepas,Johor,5
KHM,Tebedu,Sarawak,5
DNK,Tanjung Pengelih,Johor,5
KOR,Pasir Gudang,Johor,5
NPL,Terminal Feri Puteri Harbour,Johor,5
NZL,Jeti Port Dickson,Negeri_Sembilan,5
ECU,LTA Kuching,Sarawak,5
SVK,Woodlands Train Checkpoint,Singapore,5
ZMB,LTA Kuching,Sarawak,5
ZWE,LTA Langkawi,Kedah,5
ALB,LTA Subang Terminal 3,Selangor,5
GRC,Pejabat Imigresen Desaru Coast,Johor,5
SYC,LTA Kuching,Sarawak,5
ALB,Stulang Laut,Johor,5
KOR,Dermaga Sandakan,Sabah,5
ALB,Telaga Harbour Park,Kedah,5
MDA,Woodlands Train Checkpoint,Singapore,5
MDA,Sungai Tujuh,Sarawak,5
MDV,Rantau Panjang,Kelantan,5
SGP,Pelabuhan Kuantan,Pahang,5
JOR,Tedungan,Sarawak,5
JOR,Pos Imigresen Mengkalap,Sarawak,5
LBY,Pos Imigresen Mengkalap,Sarawak,5
SGP,Dermaga Sandakan,Sabah,5
SGP,Dermaga Bintulu,Sarawak,5
LUX,Telaga Harbour Park,Kedah,5
CHL,Sungai Tujuh,Sarawak,5
FJI,Wang Kelian,Perlis,5
JOR,LTA Subang Terminal 3,Selangor,5
DEU,Merapok,Sabah,5
LBY,LTA Langkawi,Kedah,5
POL,Pengkalan Hulu (Bukit Berapit),Perak,5
JOR,Terminal Feri Puteri Harbour,Johor,5
MMR,LT Sandakan,Sabah,5
SDN,Bukit Kayu Hitam,Kedah,5
MNE,Pelabuhan Klang Barat - KMT,Selangor,5
IND,Pengkalan Kubur,Kelantan,5
PRT,LT Sandakan,Sabah,5
TUN,Telaga Harbour Park,Kedah,5
TUN,Tebedu,Sarawak,5
LBY,Woodlands Train Checkpoint,Singapore,5
ESP,Pengkalan Kubur,Kelantan,5
IRL,Pasir Gudang,Johor,5
LVA,LT Miri,Sarawak,5
PNG,Pos Imigresen Mengkalap,Sarawak,5
ERI,Bangunan Sultan Iskandar,Johor,5
VEN,LTA Sultan Ismail Senai,Johor,5
BHR,Rantau Panjang,Kelantan,5
POL,LT Tawau,Sabah,5
CAN,Pelabuhan Kemaman,Terengganu,5
AUS,LTA Kuala Terengganu,Terengganu,5
MAR,Dermaga Labuan,Labuan,5
MAR,Biawak,Sarawak,5
USA,Dermaga Sandakan,Sabah,5
LUX,Woodlands Train Checkpoint,Singapore,5
VCT,Gelang Patah,Johor,5
PRT,Tebedu,Sarawak,5
PRT,Pengkalan Hulu (Bukit Berapit),Perak,5
ITA,Jeti Port Dickson,Negeri_Sembilan,5
EST,LTA Ipoh,Perak,5
BEL,Roro Labuan,Labuan,5
ZAF,LT Batu Berendam,Melaka,5
SGS,LTA Kuala Lumpur Terminal 2,Selangor,5
SLB,Sungai Tujuh,Sarawak,5
MLT,Bukit Kayu Hitam,Kedah,5
PLW,LTA Kuala Lumpur Terminal 2,Selangor,5
JPN,LT Sandakan,Sabah,5
EGY,Roro Labuan,Labuan,5
LAO,Tebedu,Sarawak,5
RWA,LTA Bayan Lepas,Pulau_Pinang,5
FIN,LT Miri,Sarawak,5
VEN,Jeti Kuah Langkawi,Kedah,5
WSM,Gelang Patah,Johor,5
WSM,Bangunan Sultan Iskandar,Johor,5
LTU,Pelabuhan Klang Utara,Selangor,5
EST,LT Miri,Sarawak,5
ISL,Roro Labuan,Labuan,5
PSE,Pengkalan Hulu (Bukit Berapit),Perak,5
CHE,LTA Sultan Ismail,Kelantan,5
NGA,Pelabuhan Tanjung Pelepas,Johor,5
SRB,LTA Kuching,Sarawak,5
KAZ,Pejabat Imigresen Desaru Coast,Johor,5
NOR,LTA Kuantan,Pahang,5
SLB,LTA Subang Terminal 3,Selangor,5
GBR,Merapok,Sabah,5
SLB,LTA Kota Kinabalu,Sabah,5
CMR,LTA Kota Kinabalu,Sabah,5
MKD,Woodlands Train Checkpoint,Singapore,5
GHA,LTA Sultan Ismail Senai,Johor,5
GMB,LTA Bayan Lepas,Pulau_Pinang,5
ARG,Tanjung Pengelih,Johor,5
BLR,Pelabuhan Tanjung Pelepas,Johor,5
BWA,LTA Kuching,Sarawak,5
KWT,Jeti Kuah Langkawi,Kedah,5
HUN,Pejabat Imigresen Port Swettenham,Selangor,5
MAR,Pelabuhan Klang Barat - SCT,Selangor,5
NGA,Pelabuhan Klang Barat - SCT,Selangor,5
QAT,LTA Kuching,Sarawak,5
EST,Pelabuhan Klang Barat - KMT,Selangor,5
ISL,LT Miri,Sarawak,5
DEU,Dermaga Sandakan,Sabah,5
BGD,Pos Imigresen Bukit Bunga,Kelantan,5
BGD,Pengkalan Kubur,Kelantan,5
IRN,Stulang Laut,Johor,5
RUS,Pelabuhan Klang Utara,Selangor,5
BFA,LTA Bayan Lepas,Pulau_Pinang,5
DZA,Stulang Laut,Johor,5
DZA,Rantau Panjang,Kelantan,5
PAK,Pelabuhan Melaka,Melaka,5
VNM,Dermaga Sandakan,Sabah,5
KGZ,Rantau Panjang,Kelantan,5
KGZ,Padang Besar,Perlis,5
BEN,LTA Kota Kinabalu,Sabah,5
IRL,Roro Labuan,Labuan,5
TWN,LTA Sultan Ismail,Kelantan,5
QAT,Pelabuhan Klang Barat - SCT,Selangor,5
BGD,LTA Kuantan,Pahang,5
VNM,Pasir Gudang,Johor,5
LKA,Terminal Feri Puteri Harbour,Johor,5
MWI,Sungai Tujuh,Sarawak,5
ROU,Pelabuhan Klang Utara,Selangor,5
IRQ,Stulang Laut,Johor,5
IRN,Tedungan,Sarawak,5
IRQ,Woodlands Train Checkpoint,Singapore,5
BGD,LT Tawau,Sabah,5
BGD,Jeti Kukup,Johor,5
SVK,LTA Ipoh,Perak,5
SVK,Pos Imigresen Mengkalap,Sarawak,5
SVK,Pelabuhan Tanjung Pelepas,Johor,5
MEX,Terminal Feri Puteri Harbour,Johor,5
BRA,LTA Kuantan,Pahang,5
BTN,LTA Langkawi,Kedah,5
CAF,LTA Kuala Lumpur Terminal 2,Selangor,5
BWA,LTA Langkawi,Kedah,5
ARE,Wang Kelian,Perlis,5
MEX,LT Tawau,Sabah,5
MEX,Rantau Panjang,Kelantan,5
HND,Bukit Kayu Hitam,Kedah,5
BRA,Tedungan,Sarawak,5
BRA,Tanjung Belungkor,Johor,5
BTN,Padang Besar,Perlis,5
NZL,Biawak,Sarawak,5
DNK,LTA Sultan Ismail,Kelantan,5
PAK,Jeti Port Dickson,Negeri_Sembilan,5
ARG,Stulang Laut,Johor,5
TUR,LTA Kuantan,Pahang,5
IRN,Pejabat Imigresen Desaru Coast,Johor,5
IRQ,LTA Kota Kinabalu,Sabah,5
CYP,Sungai Tujuh,Sarawak,5
CZE,LT Tawau,Sabah,5
LTU,LT Sandakan,Sabah,5
MUS,LT Miri,Sarawak,5
MRT,Sungai Tujuh,Sarawak,5
MUS,Sungai Tujuh,Sarawak,5
IRN,Terminal Feri Puteri Harbour,Johor,5
AFG,Bukit Kayu Hitam,Kedah,5
ZWE,Sungai Tujuh,Sarawak,5
BRN,Jeti Kuah Langkawi,Kedah,5
NZL,Jeti Pasir Gudang,Johor,5
DOM,LTA Kota Kinabalu,Sabah,5
BRN,Pasir Gudang,Johor,5
KNA,Bukit Kayu Hitam,Kedah,5
HKG,Woodlands Train Checkpoint,Singapore,5
SWE,Dermaga Kota Kinabalu,Sabah,5
SWE,LT Tawau,Sabah,5
TWN,Dermaga Kota Kinabalu,Sabah,5
MDV,Wang Kelian,Perlis,4
GUY,Bangunan Sultan Iskandar,Johor,4
DZA,Tebedu,Sarawak,4
NZL,Pengkalan Kubur,Kelantan,4
DNK,Pelabuhan Klang Utara,Selangor,4
DNK,Pelabuhan Melaka,Melaka,4
KOR,Dermaga Kota Kinabalu,Sabah,4
GRC,Jeti Port Dickson,Negeri_Sembilan,4
AND,LTA Bayan Lepas,Pulau_Pinang,4
SWE,Pelabuhan Melaka,Melaka,4
CRI,Pejabat Imigresen Desaru Coast,Johor,4
CPV,Bangunan Sultan Iskandar,Johor,4
TUR,Tebedu,Sarawak,4
TUV,LTA Kuala Lumpur Terminal 1,Selangor,4
GNB,Stulang Laut,Johor,4
THA,Dermaga Tawau,Sabah,4
HKG,Pelabuhan Klang Utara,Selangor,4
